Name,Author,Publisher,Publishing_Date,Format,Pages,Rating
Inish Clare (The Pirate Queen) (Volume 2),Jennifer Rose McMahon,City Owl Press,2017-9-5,Paperback,256,4.6
The Golden Sword,John John,CreateSpace Independent Publishing Platform,2018-3-4,Kindle,119,3.8
The Song of All (Legacy of the Heavens),Tina LeCount Myers,Night Shade Books,2018-2-20,Hardcover,452,3.3
An Affinity for Steel: The Aeons' Gate Trilogy,Sam Sykes,Orbit,2016-6-7,Kindle,1472,3.8
"The Phoenix Transformed (Enduring Flame, Book 3) (The Enduring Flame)",Mercedes Lackey,Tor Fantasy,2010-8-3,Hardcover,800,3.6
Chasing the Moon,A. Lee Martinez,Orbit,2012-2-1,Kindle,336,4.2
The Light Knight,Forrest Staley,Independently published,2018-2-14,Hardcover,423,3.7
The Spear of Shadows (Eight Lamentations),Josh Reynolds,Games Workshop,2018-3-6,Paperback,400,-1.0
Gargoyle Guardian Chronicles Books 1-3,Rebecca Chastain,Mind Your Muse Books,2017-9-16,Hardcover,466,4.8
"Cape Storm (Weather Warden, Book 8)",Rachel Caine,Ace,2009-8-4,Kindle,320,3.8
Way of the Wolf: Book One Of The Vampire Earth,E.E. Knight,Ace,2003-9-2,Paperback,400,4.2
Spirits of Falajen (Sethi's Song),Ginger Salazar,Independently published,2018-1-7,Kindle,447,4.5
The Spellsong War (Spellsong Cycle #2),L. E. Modesitt Jr.,Tor Fantasy,1999-1-15,Hardcover,657,4.3
"The Magic Kingdom of Landover, Vol. 1",Terry Brooks,Del Rey,2009-8-18,Paperback,736,4.5
Moonshine (Cal Leandros),Rob Thurman,Ace,2007-3-6,Paperback,352,4.3
Outlaw of Gor (Gorean Saga),John Norman,Open Road Media Sci-Fi & Fantasy,2014-5-6,Paperback,220,4.2
"The Younger Gods (The Dreamers, Book 4)",David Eddings,Warner Books,2007-3-1,Hardcover,432,3.1
The Firebrand,Marion Zimmer Bradley,Ace,2003-5-6,Kindle,608,4.4
Suicide Kings: A Wild Cards Novel,George R. R. Martin,Tor Science Fiction,2010-12-28,Paperback,608,4.3
The Spirit Thief (Eli Monpress Book 1),Rachel Aaron,Orbit,2010-10-1,Paperback,368,3.9
Hero of Thera,Eric Nylund,Eric Nylund,2017-3-8,Paperback,476,4.8
The New World: Book Three in The Age of Discovery,Michael A. Stackpole,Spectra,2007-7-24,Hardcover,399,3.8
The Savage Dead,Joe Mckinney,Pinnacle,2013-9-3,Paperback,368,4.1
Hunted (A Seventeen Series Novel),A.D. Starrling,AD STARRLING,2016-8-31,Paperback,400,4.5
The Star Scroll: Dragon Prince #2,Melanie Rawn,DAW,2005-7-5,Kindle,560,4.4
Destin's Hold: The Alliance,S. E. Smith,Montana Publishing,2017-2-14,Kindle,321,4.7
Indiana Jones and the Dance of the Giants,Rob Macgregor,Bantam,1991-5-1,Kindle,304,4.0
Indiana Jones and the Seven Veils (A Bantam Falcon book),Rob Macgregor,Bantam,1991-11-1,Hardcover,304,3.6
Mark Tyner - Rescue in the Virtual World: Mark Tyner and the Virtual World - Book Two,James Clapper,Independently published,2018-3-5,Kindle,77,-1.0
"Elric: The Sleeping Sorceress (Chronicles of the Last Emperor of Melniboné, Vol. 3)",Michael Moorcock,Del Rey,2008-11-25,Paperback,335,4.2
The House of Gaian (Tir Alainn Trilogy),Anne Bishop,Roc,2003-10-7,Paperback,432,4.4
Corum - The Queen of The Swords: The Eternal Champion,Michael Moorcock,Titan Books,2015-6-2,Kindle,240,4.4
The Mongrel Mage (Saga of Recluce),L. E. Modesitt Jr.,Tor Fantasy,2018-10-2,Paperback,768,4.1
"Children of Fire (The Chaos Born, Book One)",Drew Karpyshyn,Del Rey,2014-5-6,Hardcover,512,4.0
The Beating of His Wings (Left Hand of God),Paul Hoffman,Berkley,2014-12-2,Paperback,512,3.8
Damia (A Tower and Hive Novel),Anne McCaffrey,Ace,1993-2-1,Hardcover,352,4.6
The Sun God's Heir: Return Book One,Elliott Baker,Tensegrity Press,2017-1-18,Paperback,358,4.6
The Phantom Castle (The Way of the Shaman: Book #4),Vasily Mahanenko,Magic Dome Books,2017-4-17,Hardcover,591,4.1
Song of Edmon (The Fracture Worlds),Adam Burch,47North,2017-9-1,Paperback,444,4.0
Rebel Fay (Noble Dead),Barb Hendee,Ace,2008-1-2,Paperback,416,4.2
The Final Programme: The Cornelius Quartet 1 (The Eternal Champion),Michael Moorcock,Titan Books,2016-2-2,Kindle,240,3.9
The Phantom: The Complete Avon Novels: Volume #3: The Scorpia Menace!,Lee Falk,Hermes Press,2017-10-3,Hardcover,128,5.0
Hell Bent: A Broken Magic Novel,Devon Monk,Ace,2013-11-5,Hardcover,368,4.4
On Dragonwings (Dragonsdawn / Dragonseye / Moreta) (Pern),Anne McCaffrey,Del Rey,2003-9-30,Hardcover,912,4.7
Wit'ch Storm (The Banned and the Banished #2),James Clemens,Del Rey,2000-5-2,Kindle,528,4.3
Forge of Darkness: Book One of the Kharkanas Trilogy (A Novel of the Malazan Empire),Steven Erikson,Tor Books,2014-9-16,Kindle,688,4.2
Curse (Blur Trilogy),Steven James,Skyscape,2016-5-24,Paperback,490,4.5
Well-Tempered Clavicle: A Fabulous Escapade in the Land of Xanth,Piers Anthony,Tor Fantasy,2012-8-28,Paperback,304,4.4
Hawkwood and the Kings (The Monarchies of God),Paul Kearney,Solaris,2010-7-27,Paperback,704,4.5
Warcraft Official Movie Novelization,Christie Golden,Titan Books,2016-6-7,Paperback,304,4.5
"Elric In the Dream Realms (Chronicles of the Last Emperor of Melniboné, Vol. 5)",Michael Moorcock,Del Rey,2009-10-27,Kindle,448,4.1
"The Prodigal Mage (Fisherman's Children, Book 1)",Karen Miller,Orbit,2010-6-1,Paperback,656,3.5
Mystical Greenwood (One With Nature),Andrew McDowell,Mockingbird Lane Press,2017-11-1,Paperback,400,-1.0
The Troupe,Robert Jackson Bennett,Orbit,2012-2-21,Kindle,512,4.1
"Acacia: The War with the Mein (Acacia, Book 1)",David Anthony Durham,Anchor,2008-8-26,Hardcover,768,3.8
Of the Divine: Mancer: Book Two (Mancer Trilogy),Amelia Atwater-Rhodes,Harper Voyager Impulse,2017-10-17,Kindle,592,4.0
The Ambassador's Mission (The Traitor Spy Trilogy),Trudi Canavan,Orbit,2011-4-1,Kindle,560,3.9
The Iron Hound: The Hallowed War 2,Tim Akers,Titan Books,2017-8-22,Kindle,400,5.0
"When Darkness Falls (The Obsidian Trilogy, Book 3)",Mercedes Lackey,Tor Fantasy,2007-5-1,Kindle,602,4.6
In Her Name: Empire,Michael R. Hicks,Imperial Guard Publishing,2012-3-20,Kindle,312,4.5
The Autumn Republic (The Powder Mage Trilogy),Brian McClellan,Orbit,2016-1-5,Hardcover,640,4.6
The Heroes,Joe Abercrombie,Orbit,2011-10-21,Kindle,592,4.5
"The Last Mortal Bond: Chronicle of the Unhewn Throne, Book III",Brian Staveley,Tor Books,2017-3-14,Paperback,672,4.2
Tower Lord (A Raven's Shadow Novel),Anthony Ryan,Ace,2015-6-2,Kindle,624,4.2
"The Providence of Fire: Chronicle of the Unhewn Throne, Book II",Brian Staveley,Tor Books,2015-12-8,Kindle,624,4.3
Information Cloud: Science fiction and fantasy series (Tales of Cinnamon City),Peter James West,Independently published,2017-6-24,Kindle,367,3.7
Oathbringer: Book Three of the Stormlight Archive,Brandon Sanderson,Tor Books,2018-10-30,Hardcover,1264,4.6
The Dread Wyrm (The Traitor Son Cycle),Miles Cameron,Orbit,2015-10-20,Paperback,608,4.6
The Plague of Swords (The Traitor Son Cycle),Miles Cameron,Orbit,2016-10-25,Hardcover,512,4.6
Hereticus (Eisenhorn),Dan Abnett,Games Workshop,2015-9-15,Hardcover,416,4.7
Armor,John Steakley,DAW,1984-12-4,Hardcover,432,4.4
Princeps' Fury (Codex Alera),Jim Butcher,Ace,2009-11-24,Hardcover,640,4.7
Dragon Rampant: Fantasy Wargaming Rules (Osprey Wargames),Daniel Mersey,Osprey Games,2015-12-22,Kindle,64,4.7
The Return of the Black Company (Chronicles of The Black Company),Glen Cook,Tor Books,2009-9-15,Paperback,672,4.5
Assail: A Novel of the Malazan Empire (Novels of the Malazan Empire),Ian C. Esslemont,Tor Books,2014-8-5,Hardcover,544,4.3
Treachery's Tools (The Imager Portfolio),L. E. Modesitt Jr.,Tor Fantasy,2017-10-3,Paperback,640,4.4
Academ's Fury,Jim Butcher,Ace,2006-11-28,Kindle,720,4.6
"The Magic of Recluce (Recluce series, Book 1)",L. E. Modesitt Jr.,Tor Fantasy,1992-5-15,Kindle,512,4.1
Range of Ghosts (The Eternal Sky),Elizabeth Bear,Tor Books,2013-1-29,Hardcover,352,4.3
The Vagrant (The Vagrant Trilogy),Peter Newman,HarperVoyager,2016-5-10,Kindle,416,3.7
"The Lily and the Lion (The Accursed Kings, Book 6)",Maurice Druon,HarperCollins,2015-1-1,Kindle,432,4.5
"The King Without a Kingdom (The Accursed Kings, Book 7)",Maurice Druon,HarperCollins,2016-3-29,Paperback,368,3.3
"The Poisoned Crown (The Accursed Kings, Book 3)",Maurice Druon,HarperCollins,2014-1-2,Kindle,320,4.4
Antiagon Fire: The Seventh Book of the Imager Portfolio,L. E. Modesitt Jr.,Tor Fantasy,2014-3-25,Paperback,576,4.4
The Golden Princess (A Novel of the Change),S. M. Stirling,Ace,2015-9-1,Hardcover,560,3.9
Scholar: The Fourth Book of the Imager Portfolio,L. E. Modesitt Jr.,Tor Fantasy,2012-9-25,Paperback,672,4.4
"The She-Wolf (The Accursed Kings, Book 5)",Maurice Druon,HarperCollins,2014-9-25,Kindle,464,4.6
Under Heaven,Guy Gavriel Kay,Ace,2011-5-3,Hardcover,608,4.5
"The Victorious Opposition (American Empire, Book Three) (Southern Victory: American Empire)",Harry Turtledove,Del Rey,2004-4-27,Paperback,640,4.1
Princeps: The Fifth Book of the Imager Portfolio,L. E. Modesitt Jr.,Tor Fantasy,2013-3-26,Hardcover,688,4.4
"Cursor's Fury (Codex Alera, Book 3)",Jim Butcher,Ace,2007-11-27,Kindle,704,4.7
Dust of Dreams: Book Nine of The Malazan Book of the Fallen,Steven Erikson,Tor Fantasy,2010-11-30,Hardcover,1280,4.3
Monstrous Regiment: A Novel of Discworld,Terry Pratchett,Harper,2014-7-29,Paperback,464,4.4
March Upcountry (March Upcountry (Paperback)),David Weber,Baen,2002-5-1,Hardcover,608,4.4
"Captain's Fury (Codex Alera, Book 4)",Jim Butcher,Ace,2008-11-25,Kindle,656,4.7
Cyador's Heirs (Saga of Recluce),L. E. Modesitt Jr.,Tor Fantasy,2015-3-31,Kindle,736,4.5
"The Curse of the Mistwraith (Wars of Light & Shadow, Book 1)",Janny Wurts,HarperVoyager,2004-11-1,Hardcover,848,3.9
"The Emperor's Blades: Chronicle of the Unhewn Throne, Book I",Brian Staveley,Tor Books,2014-8-26,Kindle,496,4.4
"Furies of Calderon (Codex Alera, Book 1)",Jim Butcher,Ace,2005-6-28,Hardcover,688,4.4
Rex Regis: The Eighth Book of the Imager Portfolio,L. E. Modesitt Jr.,Tor Fantasy,2014-12-30,Hardcover,640,4.5
"Deadhouse Landing: Path to Ascendancy, Book 2 (A Novel of the Malazan Empire)",Ian C. Esslemont,Tor Books,2017-11-14,Paperback,400,4.8
The Realmgate Wars: Volume 2,C L Werner,Games Workshop,2018-9-4,Hardcover,960,-1.0
"Luna Marine (The Heritage Trilogy, Book 2)",Ian Douglas,Avon Eos,0-0-0,Paperback,416,4.2
Shadow Ops: Breach Zone,Myke Cole,Ace,2014-1-28,Kindle,384,4.4
Tale of Genji: The Arthur Waley Translation of Lady Murasaki's Masterpiece with a new foreword by Dennis Washburn (Tuttle Classics),Murasaki Shikibu,Tuttle Publishing,2010-3-10,Hardcover,1184,3.6
"Alector's Choice (Corean Chronicles, Book 4)",L. E. Modesitt Jr.,Tor Fantasy,2006-4-4,Hardcover,640,4.4
"Traitor’s Knot: Fourth Book of The Alliance of Light (The Wars of Light and Shadow, Book 7) (The Wars of Light and Shadow series) (Bk. 4)",Janny Wurts,HarperVoyager,2005-8-1,Paperback,656,4.3
"Fortress Draconis (The DragonCrown War Cycle, Book 1)",Michael A. Stackpole,Spectra,2002-10-29,Kindle,736,3.3
The Gradual,Christopher Priest,Titan Books,2017-7-18,Paperback,400,3.7
The Cthulhu Campaigns: Ancient Rome (Dark Osprey),Mark Latham,Osprey Games,2016-11-22,Paperback,76,4.0
"Lord of the Silent Kingdom (Instrumentalities of the Night, Bk. 2)",Glen Cook,Tor Fantasy,2008-1-2,Kindle,640,4.0
Blood of the Emperor: The Annals of Drakis: Book Three,Tracy Hickman,DAW,2013-6-4,Hardcover,448,3.6
Ulrika the Vampire (Warhammer Chronicles),Nathan Long,Games Workshop,2018-7-10,Hardcover,816,-1.0
The Wolf Sea. Robert Low (Oathsworn),Robert Low,HarperTorch,2008-9-30,Kindle,400,4.3
I'll Be Back: A Striker's Universe Novella,Cory Gaffner,Cory Gaffner,2018-1-22,Kindle,133,5.0
The Grand Design - Book Two of Tyrants and Kings,John Marco,Bantam,2001-1-2,Paperback,785,4.0
Sung in Blood,Glen Cook,Night Shade Books,2014-5-6,Paperback,176,3.5
Red Mars,Kim Stanley Robinson,Harper Voyager,2009-7-1,Kindle,672,3.9
Double Eagle,Dan Abnett,Games Workshop,2005-8-9,Kindle,416,4.3
Death on the Pitch - A Blood Bowl Anthology,Josh Reynolds,Games Workshop,2018-12-11,Paperback,960,-1.0
"Warhost of Vastmark (The Wars of Light and Shadow, Book 3) (The Wars of Light and Shadow series)",Janny Wurts,HarperVoyager,2004-11-1,Paperback,576,4.5
The Saints of the Sword : Book Three of Tyrants and Kings,John Marco,Bantam,2001-11-27,Hardcover,720,4.4
Inferno #1,Josh Reynolds,Games Workshop,2018-9-4,Hardcover,256,-1.0
The Escapement (Engineer Trilogy),K. J. Parker,Orbit,2007-12-14,Paperback,432,3.7
"Hopebreaker (The Great Iron War, Book 1)",Dean F. Wilson,Dioscuri Press,2014-12-15,Hardcover,222,4.1
"They Also Serve (Society of Humanity, Bk. 3)",Mike Moscoe,Ace,2001-1-1,Paperback,368,4.4
Heike Story: A Modern Translation of the Classic Japanese Tale of Love and War (Tuttle Classics),Eiji Yoshikawa,Tuttle Publishing,2011-4-10,Paperback,576,3.5
A Clash of Kings: Book 2 of a Song of Ice and Fire,George R. R. Martin,HarperCollins Publishers,2011-9-1,Kindle,928,4.6
Necropolis (Gaunt's Ghosts),Dan Abnett,Games Workshop,2015-8-4,Paperback,416,4.8
Magefall (The Age of Dread),Stephen Aryan,Orbit,2018-9-4,Kindle,512,-1.0
Rebellion of the Black Militia,Richard Nell,Independently published,2017-11-3,Kindle,130,4.4
Legacies: A Corean Chronicles Novel,L. E. Modesitt Jr.,Tor Fantasy,2017-6-27,Kindle,608,4.2
Shaman's Crossing (The Soldier Son Trilogy),Robin Hobb,Voyager,2006-7-3,Hardcover,640,3.4
Night Witches,Mirren Hogan,Sands Press,2017-3-17,Paperback,208,4.7
In Her Name Legend Of The Sword,Michael R. Hicks,Imperial Guard Publishing,2012-2-16,Kindle,320,4.6
In Her Name Dead Soul,Michael R Hicks,Imperial Guard Publishing,2012-2-15,Hardcover,260,4.6
"The Collected John Carter of Mars, Vol. 2: Thuvia, Maid of Mars / The Chessmen of Mars / The Master Mind of Mars / A Fighting Man of Mars",Edgar Rice Burroughs,Disney Editions,2012-2-7,Kindle,963,4.2
Hammerhal (Black Library Summer Reading),Josh Reynolds,Games Workshop,2018-7-10,Kindle,128,-1.0
The Jackal of Nar -Book One of Tyrants and Kings,John Marco,Bantam Spectra Fantasy,2000-2-1,Paperback,754,3.9
"The Center Cannot Hold (American Empire, Book Two) (Southern Victory: American Empire)",Harry Turtledove,Del Rey,2003-7-1,Hardcover,640,4.0
Elf Warfare (Open Book),Chris Pramas,Osprey Publishing,2017-6-20,Kindle,64,4.1
Spartacus: Morituri,Mark Morris,Titan Books,2012-8-21,Kindle,320,4.2
The United States of Atlantis,Harry Turtledove,Ace,2009-12-1,Paperback,480,3.9
The Whale Road. Robert Low (The Oathsworn Series),Robert Low,Harper,2007-8-1,Kindle,400,3.9
Caspian Gates: Warrior of Rome: Book 4,Harry Sidebottom,The Overlook Press,2013-2-26,Paperback,432,3.9
The Shadow's Heart (The Risen Sun),K. J. Taylor,Ace,2014-12-30,Hardcover,464,3.4
God's War: Bel Dame Apocrypha Volume 1,Kameron Hurley,Night Shade Books,2011-2-1,Hardcover,288,4.0
"The Collected John Carter of Mars, Vol. 3",Edgar Rice Burroughs,Disney Editions,2012-2-7,Hardcover,912,4.3
The Folding Knife,K. J. Parker,Orbit,2010-2-22,Kindle,464,4.2
Needle Ash Book 3: Shadows Rise,David V. Stewart,Independently published,2018-1-15,Kindle,131,5.0
Blue Plague: Hope (Volume 7),Thomas A Watson,CreateSpace Independent Publishing Platform,2016-11-15,Paperback,632,4.7
The Complete Navarone,Alistair MacLean,Harper,2011-5-12,Paperback,864,4.2
American Craftsmen: A Novel (American Craft Series),Tom Doyle,Tor Fantasy,2015-6-30,Kindle,432,4.2
"The Ships of Merior (The Wars of Light and Shadow, Book 2) (The Wars of Light and Shadow series)",Janny Wurts,HarperVoyager,2004-11-1,Kindle,752,4.0
Plague Garden (Hallowed Knights),Josh Reynolds,Games Workshop,2017-12-5,Paperback,416,-1.0
Angels & Patriots: Book One,Salina B Baker,Culper Press,2017-12-5,Kindle,-1,4.4
"Tomorrow, the Killing: Low Town 2",Daniel Polansky,Hodder,2014-4-1,Kindle,368,4.3
First and Only (Gaunt's Ghosts),Dan Abnett,Games Workshop,2015-2-24,Kindle,416,4.3
The Fathomless Caves: Book Six of the Witches of Eileanan,Kate Forsyth,Ace,2002-11-5,Hardcover,389,4.9
The Vampire Genevieve (Warhammer Novels),Jack Yeovil,Games Workshop,2005-12-20,Paperback,768,3.7
The Texas Campaign (The Great Martian War),Jonathan Cresswell-Jones,Zmok Books,2018-5-22,Paperback,325,-1.0
"Grand Conspiracy: Second Book of The Alliance of Light (The Wars of Light and Shadow, Book 5) (The Wars of Light and Shadow series) (Bk. 2)",Janny Wurts,HarperVoyager,2007-11-5,Hardcover,656,4.8
Ordermaster (Saga of Recluce),L. E. Modesitt Jr.,Tor Fantasy,2005-12-27,Kindle,608,4.6
"Ninth City Burning (War of the Realms Novel, A)",J. Patrick Black,Ace,2017-6-6,Hardcover,544,3.9
Evil for Evil (Engineer Trilogy),K. J. Parker,Orbit,2007-11-21,Hardcover,704,3.8
In Her Name: Confederation,Michael R. Hicks,Imperial Guard Publishing,2012-3-20,Hardcover,302,4.6
Banner of the Damned,Sherwood Smith,DAW,2013-4-2,Hardcover,800,3.7
SEAL Team 13 (SEAL Team 13 series),Evan Currie,47North,2013-11-5,Hardcover,336,4.0
Birthrights (Revisions to the Truth),J. Kyle McNeal,Elevate Fiction,2017-6-6,Hardcover,552,4.4
As Time Goes By,Annie Groves,HarperCollins,2008-2-18,Kindle,512,4.3
Sharpe's Havoc (The Sharpe Series),Bernard Cornwell,Harper,2011-9-1,Hardcover,368,4.5
The Elder Gods,David Eddings,Voyager,2005-1-3,Kindle,512,3.5
In Her Name: Final Battle,Michael R. Hicks,Imperial Guard Publishing,2012-3-20,Paperback,252,4.5
In Her Name: The Last War,Michael R. Hicks,Imperial Guard Publishing,2012-3-20,Paperback,796,4.6
Baltic Gambit (Vampire Earth),E.E. Knight,Ace,2015-4-7,Hardcover,320,3.6
Champions of Chaos (Warhammer Chronicles),Darius Hinks,Games Workshop,2018-4-17,Hardcover,944,-1.0
Renegade's Magic (Soldier Son Trilogy),Robin Hobb,Harper Voyager,2008-7-1,Kindle,760,3.6
City of Broken Magic,Mirah Bolender,Tor Books,2018-11-20,Paperback,400,-1.0
Cursed Towers (Witches of Eileanan),Kate Forsyth,Ace,2000-5-1,Hardcover,560,4.7
Sharpe's Rifles (The Sharpe Series),Bernard Cornwell,Harper,2011-9-1,Paperback,352,4.5
City of Secrets (Black Library Summer Reading),Nick Horth,Games Workshop,2018-7-10,Kindle,128,-1.0
"Swords of the Legion (The Videssos Cycle, Book 4)",Harry Turtledove,Del Rey,1987-9-12,Hardcover,408,4.7
Kings of Morning (Macht Trilogy),Paul Kearney,Solaris,2011-7-14,Paperback,448,4.4
Dragondoom: A Novel of Mithgar,Dennis L. McKiernan,Ace,2002-5-1,Paperback,544,4.5
"Fugitive Prince: First Book of The Alliance of Light (The Wars of Light and Shadow, Book 4) (The Wars of Light and Shadow series) (Bk. 1)",Janny Wurts,HarperVoyager,2007-11-5,Hardcover,576,4.3
Alien vs. Alien (Alien Novels),Gini Koch,DAW,2012-12-4,Paperback,512,4.5
"When Dragons Rage (The Dragoncrown War Cycle, Book 2)",Michael A. Stackpole,Spectra,2002-11-26,Paperback,480,4.6
Missives from the Green Campaign (The Omnidawn Fabulist Fiction Prize),David Michael Armstrong,Omnidawn,2017-10-3,Kindle,64,-1.0
Where the Heart Is,Annie Groves,HarperCollins,2010-2-18,Paperback,432,4.8
The Grand Crusade (DragonCrown War Cycle),Michael A. Stackpole,Spectra,2004-8-31,Paperback,704,3.6
Prize of Gor (Gorean Saga),John Norman,Open Road Media Sci-Fi & Fantasy,2014-5-13,Kindle,724,3.1
Grimblades (Warhammer: Empire Army),Nick Kyme,Games Workshop,2010-7-27,Paperback,416,4.4
Overlords of the Iron Dragon (Kharadron Overlords),C L Werner,Games Workshop,2018-5-15,Paperback,352,-1.0
"Stormed Fortress (Alliance of Light, Vol. 5) (Bk. 5)",Janny Wurts,HarperVoyager,2008-11-3,Paperback,656,4.3
"Peril’s Gate: Third Book of The Alliance of Light (The Wars of Light and Shadow, Book 6) (The Wars of Light and Shadow series)",Janny Wurts,HarperVoyager,2007-11-5,Kindle,784,4.2
Call to Arms (Empire Army),Mitchel Scanlon,Games Workshop,2010-2-23,Kindle,320,3.9
Warriors of Ultramar (Ultramarines),Graham McNeill,Games Workshop,2015-6-23,Kindle,480,4.0
The Redemption of Althalus,David Eddings,Voyager,2001-7-2,Hardcover,928,3.7
The Lion of the Cross: Tales of a Templar Knight,T M Carter,TM Carter,2014-10-9,Kindle,372,4.4
Demon,Erik Williams,Harper Voyager Impulse,2014-11-11,Hardcover,384,4.4
The Dinosaur Princess (The Dinosaur Lords),Victor Milán,Tor Fantasy,2018-6-26,Hardcover,560,4.3
Lord Hades: Science fiction and fantasy series (Tales of Cinnamon City) (Volume 4),Peter James West,CreateSpace Independent Publishing Platform,2016-11-10,Kindle,266,5.0
Surrender to the Will of the Night (Instrumentalities of the Night),Glen Cook,Tor Fantasy,2011-11-1,Kindle,656,4.0
Decay Inevitable,Conrad A Williams,Solaris,2009-12-29,Kindle,416,4.4
Egil's Saga,E. R. Eddison,HarperCollins Publishers Ltd,2014-9-11,Kindle,392,5.0
The Lioness (DragonLance: The Age of Mortals),Nancy Varian Berberick,Wizards of the Coast,2002-6-1,Hardcover,320,4.2
Assassin's Apprentice (The Farseer Trilogy),Robin Hobb,Voyager,1996-3-1,Hardcover,480,4.4
Sentinel Code: The Dragon Striker Chronicles Book One,Dan Van Werkhoven,Mark IV Multimedia,2017-11-30,Paperback,308,4.6
Sea of Glass,Barry Longyear,Open Road Distribution,2016-4-12,Kindle,388,4.4
The Shadow Above the Flames,Daniel Swenson,Immortal Works LLC,2017-6-6,Kindle,-1,4.2
Peter,Dan Dismuke,Apollo Communications,2018-2-2,Hardcover,184,-1.0
The Butcher's Bill,David Drake,Baen,1998-11-1,Hardcover,416,4.1
"Grey Hunter (Space Wolf Series / Warhammer 40,000)",William King,Games Workshop,2002-2-26,Paperback,288,3.7
Kindling For The Devil's Fires,Roy M. Campbell,BookSurge Publishing,2006-8-15,Hardcover,284,4.6
Shadow Fox: Sons of Liberty,Ron Hardman,Fox Run Press,2010-7-1,Paperback,186,5.0
Sectors (Volume 1),Harule Stokes,Wave One Publishing,2013-6-17,Kindle,578,4.4
Gallow: The Crimson Shield,Nathan Hawke,Gollancz,2013-8-20,Paperback,320,4.2
"Gulf Run (Demontech, Book 3)",David Sherman,Del Rey,2003-12-30,Paperback,352,4.8
Grailstone Gambit (Outlanders),James Axler,Gold Eagle,2008-2-12,Kindle,320,4.1
"Sharpe's Gold: Richard Sharpe and the Destruction of Almeida, August 1810 (The Sharpe Series)",Bernard Cornwell,Harper,2012-3-1,Hardcover,304,4.3
The Tyranny of the Night: Book One of the Instrumentalities of the Night,Glen Cook,Tor Books,2010-4-13,Kindle,432,3.3
The Gates of Hell: A Novel of the Roman Empire (The Shards of Heaven),Michael Livingston,Tor Books,2017-10-24,Paperback,384,4.8
Tales of the Knights Templar,Katherine Kurtz,Warner Books,1995-6-1,Hardcover,307,3.5
Garrison Girl: An Attack on Titan Novel,Rachel Aaron,Quirk Books,2018-8-7,Hardcover,240,-1.0
Fariidinus Book 2: Sisters of the Blood (Volume 2),L. E. Parr,CreateSpace Independent Publishing Platform,2016-11-18,Hardcover,467,5.0
The Broken Lance (Warhammer),Nathan Long,Games Workshop,2005-11-29,Kindle,256,3.9
"The Once and Future King, Complete Edition",T. H. White,HarperCollins,1996-12-2,Hardcover,832,4.2
State of the Artt,Michael Reagan,Apollo Communications,2017-6-20,Hardcover,-1,-1.0
"1: The Collected John Carter of Mars (A Princess of Mars, Gods of Mars, and Warlord of Mars)",Edgar Rice Burroughs,Disney Editions,2012-2-7,Paperback,768,4.4
Luck of the Wheels (The Ki and Vandien Quartet),Megan Lindholm,HarperCollins,2002-7-1,Hardcover,416,4.2
"When the Heavens Fall: The Chronicles of the Exile, Book One",Marc Turner,Tor Fantasy,2016-2-2,Kindle,736,3.6
Flight to Mons,Alexander Fullerton,"Little, Brown Book Group",2004-3-1,Hardcover,298,5.0
Victory of Eagles (The Temeraire Series),Naomi Novik,Harper Voyager,2009-1-1,Paperback,352,4.4
Dying to Live,L. J. Dionne,Life Journey Publishing,2015-9-1,Hardcover,450,5.0
Camelot's Shadow,Sarah Zettel,HarperCollins Publishers Ltd,2005-4-27,Paperback,464,5.0
Gallow: Cold Redemption,Nathan Hawke,Gollancz,2013-9-24,Hardcover,320,4.2
Them Invasion: Zombie Apocalypse,M D Massey,Modern Digital Publishing,2016-3-26,Kindle,186,-1.0
Reckoning Book Two of Chronicles of the Dragonoid,Brian Rankin,"Page Publishing, Inc.",2017-9-21,Kindle,-1,4.0
The Winter Road,Adrian Selby,Orbit,2018-11-13,Kindle,432,-1.0
Red Smoke: A Buck Wood's Novel,Miles D. Fleming,BookSurge Publishing,2006-9-1,Paperback,308,5.0
The Golden Kingdom: Z,Jeremy Jaynes,Phoenix One Media LLC,2012-6-5,Kindle,368,5.0
Transport,Peter Welmerink,"Seventh Star Press, LLC",2014-5-14,Hardcover,186,4.5
Shadows Collide (Psionic Earth),Dan Levinson,Jolly Fish Press,2015-9-22,Kindle,328,5.0
Collide (The Solomon Experiments) (Volume 1),Christine Fonseca,CreateSpace Independent Publishing Platform,2014-7-7,Hardcover,264,4.0
Across The Realm: Life Always Finds A Way,Isobel Mitton,Mhumbi Publishing,2015-10-30,Hardcover,335,-1.0
The Kingdom of America,E. B. Alston,Righter Publishing Company,2005-5-31,Kindle,360,2.8
The Long Ships: A Saga of the Viking Age,Frans Gunnar Bengtsson,HarperCollins Publishers Ltd,1984-4-26,Kindle,480,4.6
Sharpe's Trafalgar (The Sharpe Series),Bernard Cornwell,Harper,2011-9-1,Kindle,384,4.5
Doom of the Elves,Gav Thorpe,Games Workshop,2016-3-24,Paperback,920,-1.0
The Vril Codex,Ben Manning,Double Dragon Publishing,2015-11-12,Hardcover,230,3.6
Summa Elvetica: A Casuistry of the Elvish Controversy (Arts of Dark and Light),Vox Day,Castalia House,2017-1-10,Paperback,520,4.6
Flight of the Nighthawks (Darkwar),Raymond E Feist,Voyager,2006-9-1,Kindle,432,4.1
