Name,Author,Publisher,Publishing_Date,Format,Pages,Rating
The Eerie Adventures of the Lycanthrope Robinson Crusoe,Peter Clines,Permuted Press,2010-09-06,Paperback,241.0,3.48
The Further Adventures of Sherlock Holmes: The Stalwart Companions,H. Paul Jeffers,Titan Books,2010-03-09,Paperback,192.0,4.16
Rising Fury,Wayne Stinnett,"Down Island Press, LLC",2017-12-26,Kindle Edition,269.0,4.52
Adventures of Frog & Toad,Arnold Lobel,,,Hardcover,192.0,4.41
"Click, Clack, Quackity-Quack: An Alphabetical Adventure",Doreen Cronin,Atheneum Books for Young Readers,2005-10-01,Hardcover,24.0,3.62
"The Quest: The Untold Story of Steve, Book One (The Unofficial Minecraft Adventure Story Books): The Tale of a Hero",Mark Mulle,,,Kindle Edition,13.0,4.13
Sean Yeager and the DNA Thief,D.M. Jarrett,Aenathen Omega,2012-11-21,Paperback,178.0,4.46
Balancing on Blue: A Thru-Hiking Adventure on the Appalachian Trail,Keith Foskett,Amazon Digital Services,2018-01-01,Kindle Edition,284.0,4.28
Delhi: Adventures in a Megacity,Sam Miller,St. Martin's Press,2010-07-20,Hardcover,304.0,3.81
How Not to Save the World,Jessica Yinka Thomas,Lulu.com,2011-11-29,Paperback,276.0,3.54
Looking for Adventure,Valentina Heart,Loose Id,2011-02-15,ebook,130.0,3.63
The Adventures of Langdon St. Ives,James P. Blaylock,Subterranean Press,2008-11-01,Hardcover,476.0,3.59
The Tales of Uncle Remus: The Adventures of Brer Rabbit,Julius Lester,Puffin Books,2006-12-28,Paperback,160.0,4.08
Adventures of Luther Arkwright,Bryan Talbot,Dark Horse Books,2008-05-27,Paperback,216.0,4.03
Best of Science Fiction and Fantasy,Richard Curtis,Phoenix Audio,1999-12-16,Audiobook,6.0,3.59
Draw Furries: How to Create Anthropomorphic and Fantasy Animals,Lindsay Cibos,Impact,2009-12-10,Paperback,127.0,4.2
"Sharing Janice (Erotic Romance): Swinger Fantasies, Episode 1 (Swinger's Fantasies)",Mia  Moore,,,Kindle Edition,45.0,3.23
"Red Hot Fantasies #4 (Red Hot Fantasies, #4)",Opal Carew,,,,,3.25
"The Boss (The Office Slave, #2)",Opal Carew,Opal Carew,2013-06-16,Kindle Edition,81.0,3.58
The Fantasy Artist's Figure Drawing Bible,Matt Dixon,Barron's Educational Series,2008-08-01,Hardcover,256.0,4.14
Magic Touch: 11 Urban/Paranormal Fantasy Novels,Becca Mills,,,ebook,,3.71
Winner Takes All: Master/Slave Fantasies by Christopher Pierce,Christopher Pierce,Perfectbound Press,2011-06-01,Paperback,298.0,3.64
"The Best Science Fiction and Fantasy of the Year, Volume Ten",Jonathan Strahan,Solaris,2016-05-17,Paperback,624.0,3.77
Tome and Blood: A Guidebook to Wizards and Sorcerers (Dungeons & Dragons d20 3.0 Fantasy Roleplaying),Bruce R. Cordell,Wizards of the Coast,2001-07-01,Paperback,96.0,3.54
Elemental: The Tsunami  Relief Anthology: Stories of Science Fiction and Fantasy,Alethea Kontis,Tor Books,2006-05-16,Paperback,384.0,3.69
Creatures: A Limited Edition Collection of Urban Fantasy and Paranormal Romance,A.K. Michaels,Carter & Bradley Publishing,2017-08-15,Kindle Edition,3542.0,4.18
"Horizon: Le Couteau du partage, T4 (Fantasy)",Lois McMaster Bujold,Bragelonne,2013-09-13,Kindle Edition,419.0,3.97
The Dedalus Book of Polish Fantasy,Wiesiek Powaga,Hippocrene Books,1997-07-01,Paperback,378.0,4.07
Sleepside: The Collected Fantasies of Greg Bear,Greg Bear,iBooks,2005-11-09,Paperback,293.0,3.29
Armies of Death,Ian Livingstone,Icon Books,2003-09-04,Paperback,,3.49
"Deathworld by Harry Harrison, Science Fiction, Fantasy",Harry Harrison,Aegypan,2011-06-02,Hardcover,172.0,3.95
"Le Coeur de Corbeau: Rigante, T3 (Fantasy)",David Gemmell,Bragelonne,2013-11-22,Kindle Edition,399.0,4.22
"Captain Blood: A Colonial Radio Production ""The Greatest Pirate Adventure of Them All ...""",Rafael Sabatini,Blackstone Audiobooks,2006-07-01,Audio CD,0.0,4.16
Owl and the City of Angels,Kristi Charish,Pocket Star,2015-10-05,Kindle Edition,423.0,3.77
Mirror Dance: A Miles Vorkosigan Adventure,Lois McMaster Bujold,Blackstone Audiobooks,2012-07-01,Audio CD,,4.33
The Exquisite Corpse Adventure,M.T. Anderson,,,,278.0,3.31
Adventures in Missing the Point: How the Culture-Controlled Church Neutered the Gospel,Tony Campolo,Zondervan/Youth Specialties,2006-01-29,Paperback,286.0,3.69
Arctic Adventure,Willard Price,Red Fox,1993-05-20,Paperback,224.0,3.88
The Adventures of Tintin: A Novel,Alex Irvine,"Little, Brown Books for Young Readers",2011-11-01,Hardcover,240.0,3.84
"My Nest Isn't Empty, It Just Has More Closet Space: The Amazing Adventures of an Ordinary Woman",Lisa Scottoline,Macmillan Audio,2010-10-26,Audio CD,4.0,3.8
Journey Under the Sea,R.A. Montgomery,Chooseco,2006-05-01,Paperback,117.0,3.6
Adventure Time: The Art of Ooo,Chris McDonnell,Harry N. Abrams,2014-10-14,Hardcover,352.0,4.65
It's Not About the Tapas: A Spanish Adventure on Two Wheels,Polly Evans,Delta,2006-06-27,Paperback,304.0,3.32
Someday My Prince Will Come: True Adventures of a Wannabe Princess,Jerramy Fine,Gotham,2008-01-10,Hardcover,320.0,3.55
"A Walk with Jane Austen: A Journey into Adventure, Love, and Faith",Lori  Smith,WaterBrook,2007-10-16,Paperback,256.0,3.29
Minecraft: Adventure Handbook: The Ultimate Minecraft Game Guide to Minecraft Adventure Mode (Minecraft Adventures),Steve Adventure,,,Kindle Edition,73.0,4.36
Land of Lincoln: Adventures in Abe's America,Andrew Ferguson,Atlantic Monthly Press,2007-06-10,Hardcover,288.0,3.73
Adventure According to Humphrey,Betty G. Birney,Faber and Faber,2008-02-21,Paperback,64.0,4.21
Tucket's Ride,Gary Paulsen,Yearling,1998-03-09,Paperback,112.0,4.02
"Havre Sombre: Chroniques du Nécromancien, T3",Gail Z. Martin,Milady,2014-08-29,Kindle Edition,435.0,4.02
Kayla's Cowboy Fantasy,Verena Vincent,,,Kindle Edition,77.0,3.74
Live Fantasies,A.R. Steele,Sweet Lix Media,2016-07-27,ebook,,3.99
Vietnam & Other American Fantasies,Howard Bruce Franklin,University of Massachusetts Press,2000-10-01,Hardcover,256.0,4.11
Fever Dream And Other Fantasies,Robert Bloch,,,Paperback,157.0,3.89
Moonrunner,Steven Hand,Puffin,1992-03-01,Paperback,256.0,3.45
His Driven Domme,Anya Summers,Blushing Books Publications,2016-07-14,Kindle Edition,145.0,4.34
The Whisperer in Darkness,H.P. Lovecraft,Baker Press,2016-03-30,ebook,108.0,4.06
Her Every Fantasy,Stephanie Morris,Amira Press,2009-06-01,ebook,142.0,3.77
The Perfect Crime: A Story of Truth or Fantasy,Susan Goodsell,5 Prince Publishing,2013-05-28,Paperback,316.0,4.5
A Time Travel Fantasy Bundle: Footsteps in Time/Prince of Time,Sarah Woodbury,,,Kindle Edition,469.0,4.06
The Sentinel (Masterworks of Science Fiction and Fantasy),Arthur C. Clarke,Berkley,1986-12-01,Paperback,260.0,3.94
The Night Of Wishes (Hippo Fantasy),Michael Ende,,,,,4.1
Billionaire's Favorite Fantasy,Jan Colley,Silhouette Books,2008-07-01,Paperback,187.0,2.83
The Fantasy Stories of George MacDonald,George MacDonald,William B. Eerdmans Publishing Company,1980-12-01,Boxed Set,694.0,4.45
Within Reach,Mima,Liquid Silver Books,2008-05-20,ebook,131.0,3.93
Slaves of the Abyss,Paul       Mason,Puffin,1988-03-17,Paperback,240.0,2.95
The Adventures of Gerard,Arthur Conan Doyle,Createspace Independent Publishing Platform,2014-06-25,Paperback,178.0,3.77
It's a Jungle Out There,Ron Snell,Hannibal Books,2005-02-01,Paperback,269.0,3.97
Dalton City,Morris,Cinebook Ltd,2007-05-01,Paperback,47.0,3.82
The Adventure of the Dancing Men,Arthur Conan Doyle,DH Audio,1996-09-01,Audio Cassette,,3.95
"The Ethical Slut: A Practical Guide to Polyamory, Open Relationships & Other Adventures",Dossie Easton,Celestial Arts,2009-03-10,Paperback,296.0,3.84
"JoJo's Bizarre Adventure: Part 1—Phantom Blood, Vol. 1",Hirohiko Araki,VIZ Media,2015-02-24,Hardcover,245.0,4.05
The Xanadu Adventure,Lloyd Alexander,Puffin Books,2007-02-15,Paperback,145.0,3.8
Arthur Goes to Camp,Marc Brown,"Little, Brown Books for Young Readers",1984-04-30,Paperback,32.0,3.97
The Adventures of Odysseus,Hugh Lupton,Barefoot Books,2006-09-06,Hardcover,96.0,4.16
The Adventure of the Norwood Builder,Arthur Conan Doyle,,,Kindle Edition,,3.85
Red Car Long Legs: Adventures in California and Beyond,Jennylynd James,CreateSpace Independent Publishing Platform,2015-04-09,Paperback,450.0,4.88
Meat Eater: Adventures from the Life of an American Hunter,Steven Rinella,Spiegel & Grau,2012-09-04,Hardcover,256.0,4.33
Deep Descent: Adventure and Death Diving the Andrea Doria,Kevin F. McMurray,Atria Books,2001-05-22,Hardcover,301.0,4.13
"The Black Tulip by Alexandre Dumas, Fiction, Action & Adventure",Alexandre Dumas,Borgo Press,2002-05-01,Hardcover,,3.79
Adventures in Retail,C.K. Conners,C. K. Conners,2015-04-01,Paperback,38.0,3.17
"The Fateful Adventures of the Good Soldier Svejk, Book One",Jaroslav Hašek,"Keenan, Sadlon & Lord, Inc.",2010-12-28,Kindle Edition,260.0,4.12
The Outlandish Adventures of Liberty Aimes,Kelly Easton,Yearling,2011-03-08,Paperback,217.0,3.92
The Last Great Adventure of the PB&J Society,Janet Sumner Johnson,Capstone Young Readers,2016-04-01,Hardcover,256.0,4.31
The Gates of Troy,Glyn Iliffe,Pan Macmillan,2009-08-01,Hardcover,475.0,4.12
Honor Within,Mima,Atlantic Bridge,2008-11-12,Nook,0.0,4.0
Hafren: A Fantasy for the Young at Heart,Craig W. Dressler,Create Space,2012-06-27,Paperback,84.0,3.33
Elsewhere: Tales of Fantasy,Terri Windling,Ace Books,1982-09-01,Paperback,384.0,3.94
Frostgrave: Fantasy Wargames in the Frozen City,Joseph McCullough,Osprey Publishing,2015-07-21,Hardcover,136.0,4.31
Fantasy Time Inc,Sherri Rabinowitz,Createspace Independent Publishing Platform,2015-12-18,Paperback,68.0,3.8
Derniers jours (Fantasy),Adam Nevill,Bragelonne,2014-05-02,Kindle Edition,456.0,3.78
Bread of Dreams: Food and Fantasy in Early Modern Europe,Piero Camporesi,University Of Chicago Press,1996-11-15,Paperback,218.0,3.81
Final Fantasy X / X-2 HD Remaster Official Strategy Guide,Brady Games,BradyGames,2014-03-18,Paperback,367.0,4.32
Fantasy Fiesta 2011: Antologi Cerita Fantasi Terbaik 2011,R.D. Villam,Adhika Pustaka,2011-12-01,Paperback,325.0,4.01
"The Monkey King: A Superhero Tale of China, Retold from The Journey to the West",Aaron Shepard,Skyhook Press,2017-03-31,Kindle Edition,42.0,3.69
"Writing Fantasy: The Top 100 Best Strategies For Writing Fantasy Stories (Fantasy Writing, Writing Fantasy, Writing Fantasy Novels, Writing Fantasy Short Stories, Writing Fantasy Fiction)",Blaine Hart,Lord Hart Productions,2015-06-29,Kindle Edition,68.0,2.88
Slave-Girls and Amazons (humorous fantasy),Jonathan Pidduck,,,Kindle Edition,341.0,3.04
Sky Lord,Martin  Allen,Puffin Books,1988-06-09,Paperback,256.0,2.81
"Evyione: Ocean Fantasy, Volume 1",Young-Hee Kim,Udon Entertainment,2008-09-09,Paperback,200.0,3.75
100 Ways to Create Fantasy Figures,Francis Tsai,Impact,2008-10-01,Paperback,128.0,3.78
"The Horla and Others: Guy de Maupassant's Best Weird Fiction and Ghost Stories: Tales of Mystery, Murder, Fantasy & Horror",Guy de Maupassant,Createspace Independent Publishing Platform,2014-08-18,Paperback,122.0,3.94
Fantasy Summer,Susan Beth Pfeffer,Pacer Books,1984-01-01,Unknown Binding,204.0,3.42
"Passage: Le Couteau du partage, T3 (Fantasy)",Lois McMaster Bujold,Bragelonne,2013-09-13,Kindle Edition,409.0,3.89
"Fulcrum (The Adventures of Letho Ferron, #1)",Doug Rickaway,Doug Rickaway,2013-06-30,Paperback,262.0,3.57
Planets of Adventure,Murray Leinster,Baen,2003-10-01,Paperback,560.0,3.75
The Longest Adventure,Belva Boroditsky Thomas,iUniverse,2014-07-18,Paperback,364.0,4.5
"Writer, Sailor, Soldier, Spy: Ernest Hemingway's Secret Adventures, 1935-1961",Nicholas Reynolds,HarperAudio,2017-03-14,Audiobook,,3.64
Level Up Your Life: How to Unlock Adventure and Happiness by Becoming the Hero of Your Own Story,Steve Kamb,Rodale Books,2016-01-12,Hardcover,288.0,4.11
Adventures of a Cat-Whiskered Girl,Daniel Pinkwater,Houghton Mifflin,2010-06-07,Hardcover,268.0,3.76
Rush Revere and the American Revolution,Rush Limbaugh,Threshold Editions,2014-10-28,Hardcover,244.0,4.33
The Adventure of Tintin: In The Lands of The Soviets,Hergé,,,Kindle Edition,,3.66
Jesse James,Morris,Cinebook Ltd,2007-02-09,Paperback,46.0,3.87
Powder Monkey,Paul Dowswell,Bloomsbury USA Childrens,2006-10-01,Paperback,304.0,3.83
"The Black Arrow (1888). by: Robert Louis Stevenson: Historical, Adventure, Romance Novel",Robert Louis Stevenson,Createspace Independent Publishing Platform,2017-04-19,Paperback,,3.81
Ten Pigs: An Epic Bath Adventure,Derek Anderson,Orchard Books,2015-04-28,Hardcover,40.0,3.92
Real Man Adventures,T. Cooper,McSweeney's,2012-12-04,Hardcover,272.0,3.63
The Adventures of Vin Fiz,Clive Cussler,Puffin Books,2007-05-10,Paperback,176.0,3.74
Japan AI: A Tall Girl's Adventures in Japan,Aimee Major-Steinberger,Go Comi,2007-09-01,Paperback,183.0,3.95
The Atlantis Ship,A.C. Hadfield,Amazon Digital Services,2015-02-26,Kindle Edition,402.0,3.68
Cupid Doesn't Flip Hamburgers,Debbie Dadey,Little Apple,1995-01-01,Paperback,80.0,3.87
"Boston Jacky: Being an Account of the Further Adventures of Jacky Faber, Taking Care of Business",L.A. Meyer,HMH Books for Young Readers,2013-09-10,Hardcover,364.0,4.02
Battlefield Earth: Epic New York Times Bestseller Sci-Fi Adventure Audio Book,L. Ron Hubbard,Galaxy Audio,2016-06-14,Audio CD,,3.5
The Year's Best Science Fiction & Fantasy 2015 Edition,Rich Horton,Prime Books,2015-06-02,Kindle Edition,576.0,3.63
"The Collected Fantasies, Vol. 8: Mississippi River",Mœbius,Epic Comics,1990-11-28,Hardcover,64.0,3.52
Dominating Jess,Rachel Nixx,Rachel Nixx,2012-10-21,Kindle Edition,69.0,3.31
Stealer of Souls,Keith Martin,Puffin Books,1988-07-28,Paperback,224.0,3.21
"American Solace: An Awakening, a Far Future Coming of Age Mythic Fantasy",Jonathan   Cook,Createspace Independent Publishing Platform,2015-10-03,Paperback,280.0,4.56
The Shining Isle: An Urban Fantasy,Ly de Angeles,,,Paperback,,4.34
Jade,Jan Springer,Ellora's Cave,2009-11-01,Kindle Edition,140.0,3.91
Гвардия Феникса,Steven Brust,,,,,4.07
The Best of Marion Zimmer Bradley Fantasy Magazine Volume 1,Marion Zimmer Bradley,Aspect,1994-11-01,Paperback,256.0,3.9
The Year's Best Science Fiction & Fantasy 2016,Rich Horton,Prime Books,2016-06-21,Paperback,576.0,3.7
"Agatha Heterodyne the Bettlebug Clank: A Gaslamp Fantasy with Adventure, Romance & Mad Science",Phil Foglio,Turtleback Books,2002-08-12,Hardcover,86.0,4.13
"Fantasy: The Best of the Year, 2008 Edition",Rich Horton,Wildside Press,2008-08-25,Paperback,384.0,3.73
Fantasy Art Drawing Skills,Socar Myles,Search,2012-02-01,Paperback,128.0,4.23
Oku-san's Daily Fantasies,Noboru Takatsuki,SuBLime,2012-01-31,ebook,179.0,3.68
The American Fantasy Tradition,Brian M. Thomsen,Tor Books,2002-09-21,Hardcover,544.0,4.0
Fantasy: The Liberation of Imagination,Richard Mathews,Routledge,2002-01-02,Paperback,248.0,3.63
Dark Heresy: Ascension,Fantasy Flight Games,Fantasy Flight Games,2010-04-28,Hardcover,252.0,3.76
Skye's Lure: A Clean YA Fantasy for those who enjoy The Little Mermaid,Angel Leya,,,ebook,136.0,3.78
The Librarian Fantasies,Gwendolyn Cummings,"Gwendolyn Cummings, via Smashwords",2011-07-17,Nook,0.0,2.98
Fallen King,Wayne Stinnett,Down Island Press,2015-02-13,Kindle Edition,345.0,4.42
The Adventure of the Illustrious Client,Arthur Conan Doyle,DH Audio,1997-10-01,Audiobook,90.0,3.8
Heat: Adventures in the World's Fiery Places,Bill Streever,"Little, Brown and Company",2013-01-15,Hardcover,368.0,3.38
Adventures of the Ingenious Alfanui,Rafael Sánchez Ferlosio,Dedalus,2015-02-25,Paperback,210.0,3.97
Quarterdeck,Julian Stockwin,McBooks Press,2006-09-01,Paperback,320.0,4.14
Another Fine Myth / Myth Conceptions,Robert Lynn Asprin,Ace Penguin Berkley,2002-05-01,Paperback,395.0,4.11
"All I Know Now: Wonderings and Advice on Making Friends, Making Mistakes, Falling in (and out of) Love, and Other Adventures in Growing Up Hopefully",Carrie Hope Fletcher,The Experiment,2015-09-17,Kindle Edition,352.0,4.13
Vulcan!,Kathleen Sky,Spectra,1998-10-06,Mass Market Paperback,175.0,3.25
Knights of the North: A Yukon Adventure,Bobby Hutchinson,Sunflower Publishing,2014-06-03,Kindle Edition,247.0,3.79
"The Innocents Abroad, Or, the New Pilgrims' Progress: Being Some Account of the Steamship Quaker City's Pleasure Excursion to Europe and the Holy Land: With Descriptions of Countries, Nations, Incidents and Adventures, as They Appeared to the Author",Mark Twain,Arkose Press,2015-10-17,Hardcover,690.0,3.86
The Thief and the Beanstalk,P.W. Catanese,Aladdin Paperbacks,2006-06-01,Paperback,272.0,3.76
Scourge: A Grim Doyle Adventure,David H. Burton,Stonehenge Press,2010-11-02,ebook,,3.42
Soccermatics: Mathematical Adventures in the Beautiful Game,David Sumpter,Bloomsbury Sigma,2016-05-31,Hardcover,304.0,3.81
Up: A Mother and Daughter's Peakbagging Adventure,Patricia Ellis Herr,Broadway Books,2012-04-03,Paperback,256.0,3.83
The Man with the Phantom Twin: Adventures in Neuroscience of the Human Brain,V.S. Ramachandran,Dutton Adult,2008-01-10,Hardcover,304.0,3.94
More Adventures on Willow Farm,Enid Blyton,Dean,1974-08-01,Hardcover,184.0,4.07
Going Gypsy: One Couple's Adventure from Empty Nest to No Nest at All,Veronica  James,Skyhorse Publishing,2015-02-03,Paperback,232.0,3.63
"The Life and Adventures of Don Quixote de la Mancha, Volume I",Miguel de Cervantes Saavedra,BiblioLife,2008-08-20,Hardcover,412.0,3.89
The End of the Beginning: Being the Adventures of a Small Snail (and an Even Smaller Ant),Avi,Harcourt Children's Books,2004-10-01,Hardcover,144.0,3.85
"Le Faucon de Minuit: Rigante, T2 (Fantasy)",David Gemmell,Bragelonne,2013-11-15,Kindle Edition,425.0,4.21
Fantasy Girls: Gender in the New Universe of Science Fiction and Fantasy Television,Elyce Rae Helford,Rowman & Littlefield Publishers,2000-05-30,Paperback,250.0,3.79
New York Fantastic: Fantasy Stories from the City that Never Sleeps,Paula Guran,Night Shade Books,2017-11-21,ebook,424.0,3.5
"The Female Orgasm: Psychology, Physiology, Fantasy",Seymour Fisher,Basic Books,1973-02-15,Hardcover,533.0,4.08
Nebula Awards Showcase 2010: The Year's Best SF and Fantasy,Bill Fawcett,Roc,2010-04-06,Paperback,432.0,3.45
Skip,Perrin Briar,,,Kindle Edition,259.0,3.62
Casting the Runes (Fantasy and Horror Classics),M.R. James,Fantasy and Horror Classics,2013-04-16,Kindle Edition,36.0,3.58
The Drawing of the Dark (Fantasy Masterworks),Tim Powers,Gollancz,2010-11-11,Kindle Edition,336.0,3.91
Laying Claim to the Soul,Trinity Blacio,Riverdale Avenue Books,2015-09-03,Paperback,262.0,4.5
Gothic Fantasy: The Films of Tim Burton,Edwin Page,Marion Boyars Publishers Ltd,2007-01-01,Paperback,287.0,3.79
Consumed,Michelle Hughes,Tears of Crimson Publishing,2014-04-16,Kindle Edition,121.0,4.18
The Vampyre (Fantasy and Horror Classics),John William Polidori,Fantasy and Horror Classics,2013-04-16,Kindle Edition,30.0,3.31
Fantasists on Fantasy,Robert H.  Boyer,Avon Books,1984-02-01,Paperback,10.0,3.79
Highland Charm: First Fantasies,April Holthaus,,,Kindle Edition,,4.08
Call of Cthulhu: Fantasy Roleplaying in the Worlds of H.P. Lovecraft,Sandy Petersen,Chaosium,1989-04-01,Paperback,192.0,4.44
Dream: Re-imagining Progressive Politics in an Age of Fantasy,Stephen Duncombe,The New Press,2007-01-31,Paperback,230.0,3.7
The Science of Game of Thrones: From the genetics of royal incest to the chemistry of death by molten gold - sifting fact from fantasy in the Seven Kingdoms,Helen Keen,"Little, Brown and Company",2016-10-25,Hardcover,256.0,3.55
Fallen Honor,Wayne Stinnett,Down Island Press,2015-07-14,Kindle Edition,370.0,4.35
"The Adventure Time Encyclopaedia: Inhabitants, Lore, Spells, and Ancient Crypt Warnings of the Land of Ooo Circa 19.56 B.G.E. - 501 A.G.E.",Martin Olson,Harry N. Abrams,2013-07-22,Hardcover,160.0,4.27
Dinosaur Bob and His Adventures with the Family Lazardo,William Joyce,HarperCollins,1995-02-18,Hardcover,48.0,3.9
The Lampo Circus,Alexandra Adornetto,HarperCollins Australia,2008-03-01,Hardcover,400.0,3.61
"The Adventures of Sherlock Holmes, Vol. I",Arthur Conan Doyle,Naxos Audiobooks,1998-02-01,Audio CD,,4.23
The Cyclist Who Went Out in the Cold: Adventures Along the Iron Curtain Trail,Tim Moore,Vintage Digital,2016-10-06,ebook,368.0,3.98
Adventures with Barefoot Critters,Teagan White,Tundra Books,2014-06-24,Hardcover,32.0,4.15
Rising Storm,Wayne Stinnett,"Down Island Press, LLC",2017-08-22,Kindle Edition,322.0,4.48
The Adventure of the Stockbroker's Clerk,Arthur Conan Doyle,,,ebook,28.0,3.63
Adventures in Dating,Sara Rishforth,Createspace Independent Publishing Platform,2014-03-21,Paperback,296.0,4.15
Viking Adventure,Clyde Robert Bulla,,,Hardcover,,3.79
Asterix the Gaul,René Goscinny,Distribooks Inc,1995-05-01,Paperback,44.0,4.16
The Adventures of Old Mr. Toad,Thornton W. Burgess,Dover Publications,1998-06-10,Paperback,80.0,4.02
Thru-Hiking Will Break Your Heart: An Adventure on the Pacific Crest Trail,Carrot Quinn,Little Brown Dog Books,2015-04-14,Kindle Edition,370.0,4.11
"The Moon by Whale Light and Other Adventures Among Bats, Penguins, Crocodilians and Whales",Diane Ackerman,Random House Value Publishing,1996-03-31,Hardcover,249.0,4.16
Footsteps: Adventures of a Romantic Biographer,Richard  Holmes,Vintage,1996-04-30,Paperback,296.0,4.17
Neiko's Five Land Adventure,A.K. Taylor,Soaring Eagle Books,,Kindle Edition,,3.7
Sleeping at the Starlite Motel: and Other Adventures on the Way Back Home,Bailey White,Vintage,1996-04-02,Paperback,256.0,3.93
"Captain Courageous (Adventure Classic) - Illustrated Edition: A Novel from one of the most popular writers in England, known for The Jungle Book, Just ... Soldier's Three, The Light That Failed",Rudyard Kipling,e-artnow ebooks,2015-08-27,Kindle Edition,334.0,3.88
Primates of Park Avenue: Adventures Inside the Secret Sisterhood of Manhattan Moms,Wednesday Martin,Simon Schuster Audio,2015-06-02,Audiobook,256.0,3.06
Expanded Psionics Handbook,Bruce R. Cordell,Wizards of the Coast,2004-04-09,Hardcover,224.0,3.75
Secret Fantasies,Elizabeth Lapthorne,Ellora's Cave,2007-01-17,ebook,127.0,3.82
Truth Behind the Fantasy of Porn: The Greatest Illusion on Earth,Shelley Lubben,Createspace Independent Publishing Platform,2010-10-16,Paperback,300.0,3.36
The Flames: A Fantasy,Olaf Stapledon,,,Kindle Edition,,3.59
Midnight Fantasies,Kimberly Raye,Love Spell,2000-09-01,Paperback,395.0,3.56
Fantasy Fiesta 2010: Antologi Cerita Fantasi Terbaik 2010,R.D. Villam,Adhika Pustaka,2010-11-01,Paperback,280.0,3.91
SciFi & Fantasy: Five Movie Length Tales From Aisle Seat Books,Ed Gray,Aisle Seat Books,2014-01-01,Paperback,650.0,4.14
Fantasy,Chris Down,David & Charles Publishers,2004-02-01,Paperback,121.0,3.69
His Fantasy Bride,Nina Croft,"Entangled Publishing, LLC (Brazen)",2016-07-11,Kindle Edition,148.0,3.58
Dragons And Fantasy Beasts (Fantasy Artist's Pocket Reference),Finlay Cowan,Impact,2008-05-02,Hardcover,224.0,3.79
"Meurtres à LaMut: Les Légendes de Krondor, T2",Raymond E. Feist,Milady,2015-01-23,Kindle Edition,408.0,3.7
"Xoe: or Vampires, and Werewolves, and Demons, Oh My!",Sara C. Roethle,Smashwords Edition,2014-04-29,ebook,,3.68
Fantasy Quest,Tina Gerow,Sapphire Blue Publishing,2009-07-20,ebook,71.0,3.3
Nights of the Round Table and Other Stories of Heroic Fantasy,Tanya Huff,Jabberwocky Literary Agency,2011-10-07,Kindle Edition,133.0,3.93
Imperial Earth: A Fantasy Of Love And Discord,Arthur C. Clarke,Gollancz,1975-12-31,Hardcover,287.0,3.71
"The Celtic Twilight: Myth, Fantasy and Folklore (Paperback)",W.B. Yeats,Avery Publishing Group,1990-10-01,Paperback,160.0,4.07
The Shadow Over Innsmouth (Fantasy and Horror Classics),H.P. Lovecraft,Fantasy and Horror Classics,2016-03-30,ebook,104.0,4.17
Her Wired Dom,Anya Summers,Blushing Books Publication,2016-11-13,Kindle Edition,,4.5
Adventures in the Rifle Brigade,Garth Ennis,Vertigo,2005-01-01,Paperback,144.0,3.33
The Disappearing Stranger,Lois Walfrid Johnson,Bethany House Publishers,1990-03-01,Paperback,144.0,4.01
The Further Adventures of Sherlock Holmes: The Titanic Tragedy,William Seil,Titan Books,2012-03-13,Paperback,256.0,4.04
When Lightning Strikes,Lene Kaaberbøl,Volo,2004-12-01,Paperback,112.0,3.69
Adventures of the Little Wooden Horse,Ursula Moray Williams,Not Avail,2005-07-18,Unknown Binding,256.0,4.14
The Adventures of Amelia Bedelia,Peggy Parish,HarperCollins,1992-09-15,Hardcover,64.0,4.17
Breaking the Story,Ashley Farley,Smashwords Edition,2016-03-17,ebook,,4.22
Talk to the Tail: Adventures in Cat Ownership and Beyond,Tom  Cox,Simon & Schuster Ltd,2011-01-06,Hardcover,243.0,3.97
Tiger Adventure,Willard Price,Red Fox,1993-09-16,Paperback,240.0,3.89
LOST HORIZON - The Legend of Shangri-La (Adventure Classic),James Hilton,Musaicum Books,2017-05-29,Kindle Edition,174.0,3.91
The Mammoth Book of the Adventures of Professor Moriarty,Maxim Jakubowski,Skyhorse Publishing,2016-08-23,Paperback,592.0,3.78
Among Galactic Ruins,Anna Hackett,Amazon Digital Services,2016-07-16,Kindle Edition,201.0,3.91
Adventure Time With Fionna and Cake #3,Natasha Allegri,,,,,4.33
Running to the Mountain: A Midlife Adventure,Jon Katz,Broadway Books,2000-03-01,Paperback,272.0,3.9
The Class Trip from the Black Lagoon,Mike Thaler,Scholastic Inc.,2002-09-01,Hardcover,64.0,3.94
A Bad Idea I'm About to Do: True Tales of Seriously Poor Judgment and Stunningly Awkward Adventure,Chris Gethard,Da Capo Press,2012-01-10,Paperback,264.0,3.82
My Brave Highlander,Vonda Sinclair,Createspace Independent Publishing Platform,2012-09-11,Paperback,336.0,4.21
Savage,Jeremy Robinson,Breakneck Media,2014-07-22,ebook,360.0,4.31
"Birthright, Vol. 2: Call to Adventure",Joshua Williamson,Image Comics,2015-09-16,Paperback,112.0,3.85
Alchemy and Arcana: an Urban Fantasy Novella Collection,Rene Folsom,Pronoun,2017-07-07,Kindle Edition,1290.0,3.97
"Poe: 19 New Tales of Suspense, Dark Fantasy, and Horror Inspired by Edgar Allan Poe",Ellen Datlow,Solaris,2009-01-06,Paperback,352.0,3.83
