Author,Format,ID,Name,Pages,Publisher,Publishing_Date,Rating
Mark  Cartwright,ebook,1608.0,The Adventures of Blizzard,,Authorhouse,2015-06-25,3.67
Marc Brown,Paperback,1609.0,Arthur's First Sleepover (Arthur Adventure Series),32.0,"L,B Kids",2005-09-07,4.12
Rick Reilly,Hardcover,1610.0,Hate Mail from Cheerleaders: And Other Adventures from the Life of Reilly,320.0,Sports Illustrated Books,2007-05-01,3.86
Hergé,Hardcover,1611.0,"The Adventures of Tintin, Vol. 1: Tintin in the Land of the Soviets / Tintin in the Congo",206.0,Egmont Books (UK),2007-02-01,3.88
Erin Hunter,Hardcover,1612.0,Warrior Cats - Special Adventure 3 - Blausterns Prophezeiung,551.0,Beltz & Gelberg,2013-09-09,4.56
Joseph W. Svec III,Paperback,1613.0,Sherlock Holmes and the Adventure of Grinning Cat,156.0,MX Publishing,2015-12-14,3.89
Leslie Carroll,Paperback,1614.0,Royal Affairs: A Lusty Romp Through the Extramarital Adventures That Rocked the British Monarchy,447.0,Berkley Books,2008-06-03,3.84
Brian Wainwright,Paperback,1615.0,The Adventures of Alianore Audley,212.0,Bewrite Books,2005-02-01,4.06
David Denby,Paperback,1616.0,"Great Books: My Adventures with Homer, Rousseau, Woolf, and Other Indestructible Writers of the Western World",496.0,Simon & Schuster,1997-09-25,3.84
Deborah Diesen,Kindle Edition,1617.0,The Pout-Pout Fish,32.0,"Farrar, Straus and Giroux (BYR)",2008-03-18,4.29
Rhoda Blumberg,Paperback,1618.0,Shipwrecked!: The True Adventures of a Japanese Boy,80.0,HarperCollins,2003-01-07,3.9
Mary Devlin Lynch,Paperback,1619.0,The Quilt Ripper,190.0,devlinsbooks,2016-01-10,4.01
Janice Macleod,Hardcover,1620.0,A Paris Year: My Day-to-Day Adventures in the Most Romantic City in the World,272.0,St. Martin's Press,2017-07-10,4.17
Brian K. Vaughan,Paperback,1621.0,The Amazing Adventures of the Escapist: Volume 2,152.0,Dark Horse Comics,2004-12-07,3.49
Arthur Conan Doyle,Audiobook,1622.0,The Adventure of the Solitary Cyclist,0.0,DH Audio,1997-10-01,3.73
Theodore R. Cogswell,Mass Market Paperback,1623.0,"Spock, Messiah!",182.0,Bantam,1993-09-01,3.19
Don Richardson,Paperback,1624.0,Peace Child: International Adventures,233.0,YWAM Publishing,2004-01-01,4.32
Poul Anderson,Paperback,1625.0,Three Hearts and Three Lions,167.0,,,3.9
Ayn Cates Sullivan,Kindle Edition,1626.0,A Story of Becoming: An Inspiring Fantasy fable,52.0,"Infinite Light Publishing, LLC",2015-12-31,4.26
Peter Hindley,Paperback,1627.0,The Perfect Crime: A Story of Truth or Fantasy,293.0,RoseDog Books,2011-10-05,3.5
Isaac Asimov,Paperback,1628.0,Giants,351.0,Roc,1985-11-05,3.87
Sarah A. Hoyt,Paperback,1629.0,All Night Awake,368.0,Ace,2003-10-28,3.19
R. Danielle Egan,Paperback,1630.0,Flesh for Fantasy: Producing and Consuming Exotic Dance,272.0,Seal Press,2005-12-21,3.98
Connie Willis,Paperback,1631.0,Nebula Awards 33: The year's best SF and fantasy chosen by the Science-fiction and Fantasy Writers of America,288.0,Mariner Books,1999-04-29,3.64
Cassandre Dayne,ebook,1632.0,Forced Fantasies,,Naughty Nights Press,2011-12-01,4.05
Jamie Denton,Paperback,1633.0,Valentine Fantasy,218.0,Harlequin,2005-02-01,3.65
Fantasy Flight Games,Hardcover,1634.0,Dragonstar: Starfarers Handbook,176.0,Fantasy Flight Games,2002-01-22,3.97
Robert C. O'Brien,Library Binding,1635.0,The Silver Crown (Aladdin Fantasy),322.0,,,3.94
Piper Denna,Kindle Edition,1636.0,Victoria's Secret Wish,205.0,Piper Denna,2014-04-02,4.07
Katica Locke,ebook,1637.0,The Vampire Next Door,62.0,Shadowfire Press LLC,2010-02-05,3.2
Laura Harner,ebook,1638.0,Whisper Taboo,169.0,Hot Corner Press,2013-01-08,3.46
Tee Morris,Paperback,1639.0,The Complete Guide to Writing Fantasy: The Opus Magnus,296.0,Dragon Moon Press,2003-09-01,4.04
Piers Anthony,Paperback,1640.0,The Magic of Xanth: An Enchanting Fantasy Trilogy,0.0,Ballantine Books (Mm),1987-08-01,4.05
Jessica Leake,Kindle Edition,1641.0,Arcana: A Historical Fantasy,268.0,Talos,2016-01-05,3.75
Anthony Beal,ebook,1642.0,The Escapists: An Erotic Fantasy Novel,,Hexed Flesh Books,2012-04-29,4.17
Ann Vremont,ebook,1643.0,Fantasy Curves 269,,Saturn 8 Media,2012-11-07,3.48
Isaac Asimov,Hardcover,1644.0,Visions of Fantasy: Tales from the Masters,180.0,Doubleday Books for Young Readers,1989-09-01,3.43
Rebecca Otowa,Hardcover,1645.0,My Awesome Japan Adventure,48.0,Tuttle Publishing,2013-11-05,3.97
Cheryl Alters Jamison,Hardcover,1646.0,Around the World in 80 Dinners: The Ultimate Culinary Adventure,272.0,William Morrow,2008-03-11,2.79
James Lawless,Paperback,1647.0,The Adventures of Jo Jo,132.0,Createspace Independent Publishing Platform,2014-10-21,4.4
Arthur Conan Doyle,Paperback,1648.0,The Mysterious Adventures of Sherlock Holmes,256.0,Puffin Classics,1995-04-27,4.12
Shigekatsu Ihara,Library Binding,1649.0,"Pokémon: Diamond and Pearl Adventure!, Vol. 2",,Turtleback Books,2008-09-01,4.51
Kermit Lynch,Paperback,1650.0,Adventures on the Wine Route: A Wine Buyer’s Tour of France,288.0,"Farrar, Straus and Giroux",1990-09-01,4.21
Jay McInerney,Paperback,1651.0,Bacchus and Me: Adventures in the Wine Cellar,304.0,Vintage,2002-03-12,3.52
Charlie Higson,Paperback,1652.0,Silverfin: A James Bond Adventure,335.0,Miramax Books,2005-12-15,3.8
Andrea di Robilant,Hardcover,1653.0,Chasing the Rose: An Adventure in the Venetian Countryside,224.0,Knopf,2014-05-06,3.83
Tim    Collins,Paperback,1654.0,Adventures of a Wimpy Werewolf: Hairy But Not Scary,224.0,Michael O'Mara Books,2011-10-01,3.81
Albert Payson Terhune,Library Binding,1655.0,Further Adventures of Lad,,Buccaneer Books,1992-12-01,4.33
Susan Schaefer Bernardo,Hardcover,1656.0,The Big Adventures of Tiny House,32.0,Inner Flower Child Books,2017-04-25,4.44
Lois McMaster Bujold,Audio CD,1657.0,Komarr: A Miles Vorkosigan Adventure,1.0,Blackstone Audiobooks,2012-08-01,4.29
Catherine Webb,Paperback,1658.0,The Extraordinary and Unusual Adventures of Horatio Lyle,320.0,Atom,2006-09-07,3.75
J. Thomas Beaton,Paperback,1659.0,Orion: Suresh Adventure,95.0,J. Thomas Beaton,2013-04-06,4.0
Julian Stockwin,Paperback,1660.0,Mutiny,352.0,McBooks Press,2005-10-01,3.91
Morris,Paperback,1661.0,Calamity Jane,46.0,Cinebook Ltd,2007-11-01,3.94
Laura Lee Hope,Hardcover,1662.0,The Bobbsey Twins' Adventure in Washington,182.0,Grosset & Dunlap,2004-06-03,3.74
Thornton W. Burgess,Paperback,1663.0,The Adventures of Paddy the Beaver,80.0,Dover Publications,2000-10-03,4.09
Desiree Holt,Kindle Edition,1664.0,Intermission,,,,3.61
E. Nesbit,Hardcover,1665.0,"The Book of Dragons by Edith Nesbit, Fiction, Fantasy & Magic",108.0,Aegypan,2008-06-01,3.88
Melody Snow Monroe,ebook,1667.0,Three Hired Lovers,168.0,,,3.72
Tara  Rose,ebook,1668.0,Sharing Their Racy Fantasies,147.0,"Siren-Bookstrand, Inc",2013-06-14,4.57
Finlay Cowan,Paperback,1669.0,Drawing & Painting Fantasy Figures: From the Imagination to the Page,128.0,Barron's Educational Series,2003-10-01,3.75
Jason Jaxx,ebook,1670.0,Secret Story Time: More Filthy Fantasies,,Jason Jaxx,2012-12-10,3.04
Francis Stevens,Paperback,1671.0,The Nightmare and Other Tales of Dark Fantasy,406.0,Bison Books,2004-10-01,3.9
Cindy Gerard,Mass Market Paperback,1673.0,Dream Tide (Fantasy Men),223.0,Loveswept,1993-08-01,3.88
Andre Norton,Paperback,1674.0,Gefangene der Dämonen,145.0,Pabel,1974-12-01,3.86
Edouard Brasey,Hardcover,1675.0,The Encyclopedia Of Fantasy,1.0,Five Mile Press,,3.82
Algernon Blackwood,Paperback,1676.0,A Haunted Island (Fantasy and Horror Classics),32.0,Fantasy and Horror Classics,2011-04-28,3.61
P.J. Belden,,1677.0,Fantasy Attraction,,,,4.8
Angela Kelly,Paperback,1678.0,Second Best Fantasy,146.0,,,2.89
Gwendolyn F.M. Kestrel,Hardcover,1679.0,Book of Erotic Fantasy,192.0,Valar Project,2003-11-01,3.64
J.D. Robb,Audio CD,1680.0,Fantasy in Death / Indulgence in Death,,Brilliance Audio,2014-11-11,4.71
Leighann Dobbs,Kindle Edition,1683.0,Hidden Agemda,309.0,,,3.75
Debbie Dadey,Paperback,1684.0,Santa Claus Doesn't Mop Floors,80.0,Scholastic Paperbacks,1991-10-01,3.74
Meredith Gran,Paperback,1685.0,Adventure Time: Marceline Gone Adrift,160.0,KaBOOM!,2015-12-08,4.38
Maricel Jiménez Peña,Paperback,1686.0,A Fairy's Breath,169.0,Createspace Independent Publishing Platform,2015-03-17,4.4
Debbie Dadey,Paperback,1687.0,Witches Don't Do Backflips,96.0,Scholastic Paperbacks,1994-09-01,3.82
Gail Z. Martin,Paperback,1688.0,Iron & Blood,407.0,Solaris,2015-07-07,3.49
Jane     Kelley,Hardcover,1689.0,The Desperate Adventures of Zeno and Alya,208.0,Feiwel & Friends,2013-10-15,4.05
Kate Perry,Kindle Edition,1690.0,The Holiday: A London Romantic Adventure,139.0,Destination Love Stories,2012-07-25,3.48
Gary Gygax,Mass Market Paperback,1691.0,Saga of Old City,352.0,"TSR, Inc.",1986-02-09,3.67
Christine E. Schulze,Paperback,1692.0,The Adventures of William the Brownie,,Createspace Independent Publishing Platform,2014-11-21,4.18
Stuart Maconie,Paperback,1693.0,Adventures on the High Teas: In Search of Middle England,352.0,Ebury Press,2009-04-21,3.62
Martin H. Greenberg,Mass Market Paperback,1694.0,The Further Adventures of The Joker,462.0,Bantam,1990-01-01,3.86
Robert Smith,Paperback,1695.0,My Bunny Rabbit Adventures,,Authorhouse,2017-05-30,4.5
Marc Brown,Paperback,1696.0,Arthur's Underwear,32.0,"Little, Brown Books for Young Readers",2001-09-01,3.91
Joe Haldeman,Paperback,1697.0,Planet of Judgment,151.0,Titan Books Ltd,1994-08-11,3.36
Alison DeCamp,Hardcover,1698.0,My Near-Death Adventures (99% True!),256.0,Crown Books for Young Readers,2015-02-24,3.86
J. Paul Drew,Kindle Edition,1699.0,True-Life Adventure,,,,3.68
Constance Westbie,Paperback,1700.0,Night Stalks the Mansion: A True Story of One Family's Ghostly Adventure,176.0,Stackpole Books,2005-04-21,3.61
Gail Z. Martin,Kindle Edition,1701.0,"L'Élu de la Dame noire: Les Chroniques du Nécromancien, T4",576.0,Milady,2015-11-20,4.12
Michael Whelan,Paperback,1702.0,Wonderworks: Science Fiction and Fantasy Art,120.0,Donning Company Publishers (Starblaze),1979-11-01,4.51
Stephen Jones,Paperback,1703.0,The Best Horror from Fantasy Tales,288.0,Running Press,2003-07-13,3.46
Susan Waterwyk,Paperback,1704.0,Lantamyra: A Tapestry of Fantasy,500.0,Createspace Independent Publishing Platform,2012-09-21,3.47
L.L. Loremir,ebook,1705.0,Rorie (hot fantasy romance),43.0,,,2.69
Aly Fell,Hardcover,1706.0,The Future of Fantasy Art,192.0,Harper Design,2009-10-27,4.17
Duane Simolke,Paperback,1707.0,The Return of Innocence: A Fantasy Adventure,168.0,iUniverse,2006-03-20,4.25
Baird Searles,Paperback,1708.0,A Reader's Guide to Fantasy,217.0,Avon Books,1982-07-01,3.91
Jessica Peffer,Paperback,1709.0,Dragonart Fantasy Characters: How to Draw Fantastic Beings and Incredible Creatures,128.0,Impact,2007-09-01,4.37
Killion Slade,ebook,1710.0,Obfuscate - A Paranormal Urban Fantasy,246.0,Draconian Publishing - Spirit,2016-05-01,4.21
Avril Ashton,ebook,1711.0,When Morning Comes,48.0,Evernight Publishing,2014-01-15,3.66
Melinda Barron,ebook,1712.0,Transparent Illusions,120.0,Resplendence Publishing,2009-12-01,3.18
Joseph J. Madden,Paperback,1714.0,"Other Worlds: A Collection of Science Fiction, Fantasy, and Epic Silliness",152.0,CreateSpace Independent Publishing Platform,2014-06-16,4.33
Fantasy Flight Games,Paperback,1715.0,Blue Planet V2 Players Guide,256.0,Fantasy Flight Games,2000-11-01,3.29
E. Nesbit,Paperback,1716.0,"The Red House by Edith Nesbit, Fiction, Fantasy & Magic",140.0,Aegypan,2006-09-01,3.75
Marion Zimmer Bradley,Kindle Edition,1717.0,"Les Trois Amazones (Le Cycle du Trillium, tome 1)",637.0,Le Livre de Poche,2013-03-01,3.58
John Joseph Adams,Kindle Edition,1718.0,"Fantasy Magazine, April 2011",,,,4.07
Preston Bailey,Hardcover,1719.0,Preston Bailey's Fantasy Weddings,176.0,Bulfinch,2004-11-09,4.24
Stephen Law,Hardcover,1720.0,The Philosophy Gym: 25 Short Adventures in Thinking,224.0,Thomas Dunne Books,2003-12-16,3.92
Paul Stewart,Hardcover,1721.0,Hugo Pepper,264.0,Random House,2007-02-01,4.08
Vonda Sinclair,Paperback,1722.0,My Rebel Highlander,276.0,Createspace Independent Publishing Platform,2014-05-31,4.34
Carl Elliott,Hardcover,1723.0,"White Coat, Black Hat: Adventures on the Dark Side of Medicine",224.0,Beacon Press,2010-09-14,3.79
Hidenori Kusaka,Paperback,1724.0,"Pokémon Adventures: Diamond and Pearl/Platinum, Vol. 7",192.0,VIZ Media - Children's,2013-02-05,4.28
Vonda Sinclair,Paperback,1725.0,My Notorious Highlander,284.0,Createspace Independent Publishing Platform,2013-11-24,4.29
Julian Stockwin,Paperback,1726.0,Seaflower,352.0,Scribner Book Company,2004-04-06,4.09
Wayne Stinnett,Kindle Edition,1727.0,Fallen Hero,310.0,"Down Island Press, LLC",2016-12-03,4.51
James McClintock,Hardcover,1728.0,Lost Antarctica: Adventures in a Disappearing Land,256.0,St. Martin's Press,2012-09-18,3.79
Jane Juska,Paperback,1729.0,A Round-Heeled Woman: My Late-Life Adventures in Sex and Romance,288.0,Villard,2004-05-11,3.34
Dashiell Hammett,hardcover,1730.0,The Adventures of Sam Spade and Other Stories,189.0,World Publishing Company,1945-01-01,3.9
Demi,Hardcover,1731.0,The Fantastic Adventures of Krishna,44.0,Wisdom Tales,2013-03-01,3.95
Wayne Stinnett,Kindle Edition,1732.0,Fallen Angel,284.0,"Down Island Press, LLC",2016-04-27,4.5
George Lucas,Mass Market Paperback,1733.0,Star Wars: From the Adventures of Luke Skywalker,220.0,Del Rey/Ballantine Books,1977-05-12,4.07
Paul Moxham,Paperback,1734.0,The Mystery of Adventure Island,194.0,Createspace Independent Publishing Platform,2013-05-12,4.21
Emily Bearn,Paperback,1735.0,The First Adventure,256.0,Egmont Children's Books,2008-01-07,4.16
Mark Rotella,Paperback,1736.0,Stolen Figs: And Other Adventures in Calabria,320.0,North Point Press,2004-05-01,3.59
Ryan North,Paperback,1737.0,Adventure Time Vol. 7,128.0,KaBOOM!,2015-11-24,4.35
Sondra Marshak,Mass Market Paperback,1738.0,Star Trek: The New Voyages,237.0,Bantam,1976-03-01,3.71
Jack Vance,Paperback,1740.0,Green Magic: The Fantasy Realms of Jack Vance,273.0,Tor Books,1988-08-15,4.19
Jeffrey Ford,Paperback,1741.0,Worlds of Fantasy: The Best of Fantasy Magazine SC,384.0,Prime Books,2012-01-10,2.0
L. Frank Baum,Kindle Edition,1742.0,The LIFE and ADVENTURES of SANTA CLAUS - FANTASY CLASSICS (Annotated),85.0,T4 Book Publishing,2011-12-06,3.9
Jorge Luis Borges,Hardcover,1743.0,The Book of Fantasy,384.0,Viking Books,1988-11-01,4.37
Mima,ebook,1744.0,Spirit Within,,Liquid Silver Books,2009-12-13,4.07
Aimélie Aames,ebook,1745.0,"The Marechal Chronicles: Volumes I, II, and III",279.0,EXCESSICA PUBLISHING,2012-05-04,2.86
Steven Brust,,1746.0,Пятьсот лет спустя,,,,4.07
Cassandra Reeder,Paperback,1747.0,"The Geeky Chef Cookbook: Real-Life Recipes for Your Favorite Fantasy Foods - Unofficial Recipes from Doctor Who, Game of Thrones, Harry Potter, and more",144.0,Race Point Publishing,2015-05-19,4.0
Pat Murphy,Kindle Edition,1748.0,The Falling Woman (FANTASY MASTERWORKS),272.0,Gateway,2013-11-14,3.61
Jack London,Kindle Edition,1749.0,The Scarlet Plague: The Original Book: (Annotated): A Dark Fantasy Original,,RonnSays,2015-06-20,3.6
Klaus Theweleit,Paperback,1750.0,Male Fantasies: Volume 2: Male Bodies: Psychoanalyzing the White Terror,536.0,Univ Of Minnesota Press,1989-05-08,4.11
Keith Martin,Paperback,1751.0,Master of Chaos,240.0,Puffin,1990-03-29,3.25
Sarah Pinborough,Kindle Edition,1752.0,Poison,240.0,Milady,2014-03-28,3.18
Vicki Lewis Thompson,Mass Market Paperback,1753.0,"Merry Christmas, Baby: It's Christmas, Cowboy! + Northern Fantasy + He'll Be Home for Christmas",219.0,Harlequin,2011-11-15,3.83
Sean Andrew Murray,Paperback,1754.0,Sketching from the Imagination: Fantasy,320.0,3DTotal Publishing,2014-11-25,4.35
Ida Plassay,Paperback,1755.0,Evangeline's Fantasy Man,210.0,America Star Books,2009-05-04,4.63
Vonna Harper,ebook,1756.0,Fantasy's Fear,123.0,"Loose Id, LLC",2007-08-28,3.38
Tim Pratt,Paperback,1757.0,The Strange Adventures of Rangergirl,416.0,Spectra,2005-11-29,3.91
Catherine Friend,Paperback,1758.0,The Spanish Pearl,256.0,Bold Strokes Books,2007-05-01,3.89
Richard Hammond,Hardcover,1759.0,"As You Do: Adventures with Evel, Oliver, and the Vice-President of Botswana",304.0,Orion Publishing,2008-09-18,3.75
Sondra Marshak,Paperback,1760.0,The Price of the Phoenix,182.0,Spectra Books,1984-04-01,3.37
Brian D. McLaren,Hardcover,1761.0,The Story We Find Ourselves in: Further Adventures of a New Kind of Christian,203.0,Jossey-Bass,2003-03-10,3.87
Bill Willingham,Paperback,1762.0,Legenderry: A Steampunk Adventure,184.0,Dynamite Entertainment,2015-01-14,3.36
Karl Bradshaw-White,Paperback,1763.0,The Adventures of Flossy,44.0,Austin Macauley,2015-12-16,5.0
Elizabeth von Arnim,Paperback,1764.0,The Adventures of Elizabeth in Rügen,299.0,"Little, Brown Book Group",1990-11-01,3.96
David Attenborough,Hardcover,1765.0,Adventures of a Young Naturalist: The Zoo Quest Expeditions,,Two Roads,2017-09-21,4.39
Thornton W. Burgess,Paperback,1766.0,The Adventures of Grandfather Frog,96.0,Dover Publications,1992-09-18,4.05
Arthur Ransome,Paperback,1767.0,Great Northern? A Scottish Adventure of Swallows & Amazons,352.0,David R Godine,2003-11-01,4.04
C.S. O'Kelly,Hardcover,1768.0,The Adventures of Gracie & MonkeyBear (Book 1: Summer),48.0,MonkeyBear Publishing,2016-05-01,4.51
Emily Bearn,Hardcover,1769.0,Adventures Beyond Nutmouse Hall,512.0,"Little, Brown Books for Young Readers",2009-04-01,4.16
Gardner Dozois,Paperback,1770.0,The New Space Opera 2: All-new stories of science fiction adventure,560.0,Harper Voyager,2009-06-30,3.8
David Cordingly,Paperback,1771.0,"Seafaring Women: Adventures of Pirate Queens, Female Stowaways & Sailors' Wives",320.0,Random House,2002-03-12,3.61
Malvina G. Vogel,Hardcover,1772.0,The Adventures of Robinson Crusoe (Great Illustrated Classics),233.0,Baronet Books,2000-07-28,4.11
Initially NO,Paperback,1773.0,"The adventures of Tinsycat (Symbiosis, #1)",80.0,Createspace Independent Publishing Platform,2014-11-14,4.2
Debbie Dadey,Paperback,1774.0,Dracula Doesn't Drink Lemonade,80.0,Scholastic Paperbacks,1995-10-01,3.81
Don Mardak,Paperback,1775.0,An Adventure in Mysticism,324.0,Grand Circle Publications LLC,2012-03-11,4.22
Eric Rogers,Paperback,1776.0,Futurama Adventures,144.0,Harper Design,2004-09-07,4.09
Emily Kendricks,Kindle Edition,1777.0,The Fantasy Maker,314.0,Sarah Book Publishing,2015-04-11,4.76
Charles de Lint,Hardcover,1778.0,"Quicksilver & Shadow, Volume 2: Collected Early Stories: Contemporary, Dark Fantasy, and Science Fiction Stories",357.0,Subterranean Press,2005-04-01,4.05
Keith Martin,Paperback,1779.0,Tower of Destruction,224.0,Puffin,1991-10-31,3.47
Lee Moore,Kindle Edition,1780.0,"Witch Hunt (Fantasy Inc., #3)",75.0,,,2.67
Cassidy Browning,,1781.0,Double Dom Fantasies,,,,3.92
Janet Brennan Croft,Paperback,1782.0,Lois McMaster Bujold: Essays on a Modern Master of Science Fiction and Fantasy,216.0,McFarland & Company,2013-01-08,3.91
Ludovico Ariosto,Kindle Edition,1783.0,ORLANDO FURIOSO: An Italian epic poem (Annotated Epic poem history): Italy's most notable contribution to the Romance Fantasy Gothic & Renaissance epic poetry,1667.0,,,4.0
Sherrilyn Kenyon,,1784.0,Man Of My Dreams Four All New Sensuous Stories Of Fantasies Come To Life,,,,4.08
Christine E. Schulze,Paperback,1785.0,Bloodmaiden: A Fantasy Anthology,200.0,Createspace,2010-04-10,3.89
Chris W. McCubbin,Paperback,1786.0,GURPS Fantasy Folk,144.0,Steve Jackson Games,2000-11-01,3.6
Jade K. Scott,Nook,1787.0,Daddy & His Big Cock,17.0,Jade K. Scott,2011-09-20,3.66
ImagineFX,Paperback,1788.0,Fantasy Workshop: Mastering Digital Painting Techniques,208.0,Collins Brown,2009-02-03,3.96
David Gemmell,Kindle Edition,1789.0,Dark Moon (Fantasy),482.0,Bragelonne,2014-03-28,4.02
Blaine Hart,Kindle Edition,1790.0,Fantasy: Immortaland: The Greatest Fantasy Kingdom To Exist And That Will Ever Exist (The Greatest Magical Epic Fantasy Kingdom To Exist & That Will Ever Exist),42.0,Lord Hart Productions,2014-06-15,2.31
Ken St. Andre,Hardcover,1791.0,Stormbringer: Fantasy Roleplaying in the World of Elric,208.0,Games Workshop,1987-04-28,3.67
Desiree Holt,ebook,1792.0,Game On,44.0,Total-E-Bound Publishing,2010-03-01,3.44
Keith P. Phillips,Paperback,1793.0,Siege of Sardath,288.0,Puffin Books,1992-05-28,3.44
Luke Sharp,Paperback,1794.0,Fangs of Fury,272.0,Puffin,1989-07-27,3.1
Cathleen Ross,ebook,1795.0,Ruby's Fantasy,135.0,Escape Publishing,2014-04-01,3.59
Alexandre Dumas,Hardcover,1796.0,The Last Cavalier: Being the Adventures of Count Sainte-Hermine in the Age of Napoleon,864.0,Pegasus Books,2007-09-12,3.66
Nick Groff,Paperback,1797.0,"Chasing Spirits: The Building of the ""Ghost Adventures"" Crew",257.0,NAL,2012-10-02,3.97
Jeff Greenwald,Paperback,1798.0,Shopping for Buddhas: An Adventure in Nepal,200.0,Travelers' Tales,2014-08-12,3.63
Grant Allen,Paperback,1799.0,Miss Cayley's Adventures,232.0,Valancourt Books,2008-04-23,3.72
Glenn Hager,Paperback,1800.0,The Pistolboss Adventures,116.0,Glenn H. Hager,2014-12-13,4.33
Glyn Iliffe,Hardcover,1801.0,The Armour of Achilles,540.0,Pan Macmillan,2010-08-01,4.29
Gary Paulsen,Paperback,1802.0,Tucket's Gold,112.0,Yearling,2001-02-13,4.06
Clive Cussler,Hardcover,1803.0,Deep Six,,Turtleback Books,2005-12-01,3.89
Jane Kurtz,Paperback,1804.0,Lanie's Real Adventures,106.0,American Girl Publishing Inc,2010-01-01,4.02
Belart Wright,Kindle Edition,1805.0,Into a Dark Adventure,343.0,BWright Publishing,2016-05-25,3.61
Arthur Conan Doyle,Paperback,1806.0,The Adventure of the Dancing Men and Other Sherlock Holmes Stories,80.0,Dover Publications,1997-04-14,4.13
Gary Gygax,Mass Market Paperback,1807.0,Artifact of Evil,352.0,TSR Inc,1986-02-01,3.63
Ann M. Martin,Paperback,1808.0,Baby-sitters' Island Adventure,226.0,Scholastic Paperbacks,1990-07-01,3.76
Giorgio de Chirico,Paperback,1809.0,Hebdomeros: With Monsieur Dudron's Adventure and Other Metaphysical Writings,280.0,"Exact Change,U.S.",1992-01-01,4.03
Alex Whitehall,ebook,1810.0,An Adventure In Beginnings,35.0,M/M Romance Group @ goodreads,2013-06-21,3.7
Thornton W. Burgess,Paperback,1811.0,The Adventures of Jimmy Skunk,96.0,Dover Publications,1994-05-20,4.13
Nancy Shattuck,Paperback,1812.0,Travel Wings: An Adventure,198.0,Createspace Independent Publishing Platform,2013-05-04,4.31
Giada De Laurentiis,Paperback,1813.0,Naples!,144.0,Grosset & Dunlap,2013-09-03,3.86
Noah Adams,Paperback,1814.0,"Piano Lessons: Music, Love, and True Adventures",272.0,Delta,1997-03-10,3.84
John Sculley,Hardcover,1815.0,"Odyssey: Pepsi to Apple--A Journey of Adventure, Ideas, and the Future",450.0,HarperCollins Publishers,1989-10-01,3.79
Michelle Eastwood,Kindle Edition,1816.0,Medieval Fantasy,107.0,,,2.79
Michelle Hughes,Paperback,1817.0,Fantasy Isle,220.0,Tears of Crimson Publishing,2014-09-11,3.36
Penny Stallings,Hardcover,1818.0,Flesh and Fantasy,392.0,HarperCollins Publishers,1989-10-01,3.81
Tania Modleski,Paperback,1819.0,Loving with a Vengeance: Mass Produced Fantasies for Women,140.0,Routledge,1984-09-25,3.71
Michele Bardsley,Kindle Edition,1820.0,A Few Good Fantasies,99.0,A Freeman Erotic Romance Publication,2013-02-27,4.2
Lyla Sinclair,Kindle Edition,1821.0,Full Frontal Fantasy,75.0,,,3.97
Kristi Gold,Paperback,1822.0,House of Midnight Fantasies,185.0,Silhouette,2006-05-01,3.7
Rachel M. Humphrey-D'aigle,,1823.0,"Awaken: The Witches, The Spell Book, and The Magic Tree",367.0,,,3.82
Nancy Friday,Paperback,1824.0,My Secret Garden: Women’s Sexual Fantasies,442.0,Gallery Books,2008-02-05,3.66
David Gemmell,,1825.0,Wolf In Shadow,,,,4.17
Humphrey Carpenter,Hardcover,1826.0,The Inklings: A Group of Writers Whose Literary Fantasies Still Fire the Imagination of All Those Who Seek a Truth Beyond Reality,287.0,Houghton Mifflin,1979-02-27,3.93
Aleksandar Hemon,,1827.0,Nowhere Man: The Pronek Fantasies,,,,3.73
Lucy  Smith,Kindle Edition,1828.0,Raise the Stakes,192.0,LucySmith.com,2014-10-28,3.6
Carlos B. Garcia Aparicio,Hardcover,1829.0,Anima: Beyond Fantasy,315.0,Fantasy Flight Games,2008-10-28,3.83
Maya DeLeina,Kindle Edition,1830.0,Flesh Fantasy,347.0,Siren,2011-08-23,4.09
R.D. Laing,Paperback,1831.0,"The Facts of Life: An Essay in Feelings, Facts and Fantasy",143.0,Penguin Books,,3.71
Michael McGuire,Paperback,1832.0,"Believing: The Neuroscience of Fantasies, Fears and Convictions",267.0,Prometheus,2013-09-30,3.41
Karen Haber,Paperback,1833.0,Fantasy: The Best of 2004,368.0,iBooks,2005-01-25,3.61
Lynn Myshe' Joseph,ebook,1835.0,Submit To Your Fantasies,,My Pouty Lips,2012-04-13,4.0
Kristen McGuiness,Paperback,1836.0,51/50 The Magical Adventures of a Single Life,320.0,Soft Skull Press,2010-08-24,3.06
Mark Twain,Kindle Edition,1837.0,"The Adventures of Tom Sawyer, Part 1.",23.0,,,4.02
R.K. Narayan,Paperback,1838.0,Malgudi Adventures,270.0,Penguin,2003-01-15,4.12
Ghalib Lakhnavi,Hardcover,1839.0,The Adventures of Amir Hamza,992.0,Modern Library,2007-10-23,3.83
Steve Altier,Paperback,1840.0,Gabby and Maddox Adventures in Italy!,74.0,Createspace,2014-05-19,4.31
L. Neil Smith,Mass Market Paperback,1841.0,Lando Calrissian and the Mindharp of Sharu,182.0,Del Rey,1983-06-12,2.96
Clive Cussler,Kindle Edition,1842.0,Trojan Odyssey: Dirk Pitt #17,508.0,Penguin,2012-06-07,3.92
