_id,ltable_ID,rtable_ID,ltable_Name,ltable_Author,ltable_Publisher,ltable_Publishing_Date,ltable_Format,ltable_Pages,ltable_Rating,rtable_Name,rtable_Author,rtable_Publisher,rtable_Publishing_Date,rtable_Format,rtable_Pages,rtable_Rating
860,386,2881,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Salon Fantastique: Thirty Original Tales of Fantasy,Ellen Datlow,Thunder's Mouth Press,2006-10-01,Paperback,396.0,3.42
862,386,2909,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Wild Side: Urban Fantasy with an Erotic Edge,Mark L. Van Name,Baen,2011-08-02,Paperback,255.0,3.24
863,386,2917,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,"The Best Science Fiction and Fantasy of the Year, Volume 2",Jonathan Strahan,Night Shade Books,2008-03-01,Paperback,500.0,3.93
865,386,2948,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Bloody Fabulous: Stories of Fantasy and Fashion,Ekaterina Sedia,Prime Books,2012-11-15,Paperback,274.0,3.27
866,386,2954,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Get Inked: Indie Inked Fantasy Romance Sampler,Melissa Pearl,Smashwords,2013-11-18,ebook,471.0,4.0
869,386,2958,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Dedalus Book of Finnish Fantasy (Dedalus Literary Fantasy Anthologies),Johanna Sinisalo,Dedalus,2006-08-01,Paperback,337.0,3.9
870,386,2965,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Art of Final Fantasy IX,Dan Birlew,BradyGames,2000-12-08,Paperback,160.0,4.38
871,386,2995,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Official Final Fantasy VII Strategy Guide,David Cassady,Brady Games,1997-08-28,Paperback,224.0,4.39
873,404,58,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Year's Best Fantasy Stories 7,Arthur W. Saha,DAW,1981-10-06,Paperback,192.0,3.3
874,404,62,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Jurgen: A Landmark Fantasy Novel,James Branch Cabell,Neil Gaiman Presents,2012-09-25,Audible Audio,,3.94
876,404,99,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Jan Messent's Knit a Fantasy Story,Jan Messent,Search Press,2006-08-01,Paperback,96.0,3.75
878,404,131,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Magazine of Fantasy and Science Fiction: A 30-year Retrospective,Edward L. Ferman,Doubleday Books,1980-01-01,Hardcover,310.0,3.78
883,404,170,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Other Voices: An Urban Fantasy Anthology,Diamant,Diamant,2013-07-19,Kindle Edition,220.0,4.0
884,404,178,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,"Best Friends, Fantasy Lovers",Dicey Grenor,,,Kindle Edition,197.0,4.33
886,404,184,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Submissive Wife: Rape Fantasy,Mal Sanders,Amazon Digital Services,2012-05-19,Kindle Edition,33.0,3.25
895,404,276,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Die Quelle Am Ende Der Welt Fantasy Roman,William Morris,Bastei-Lübbe Taschenbuch,1981-02-01,Mass Market Paperback,576.0,3.8
898,404,293,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Yokohama Chinatown Fantasy Vol. 5,Yuji Nishi,Level Comics,2011-05-04,Paperback,208.0,4.35
906,404,362,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,A Valentine Fantasy,Carolyn Haywood,William Morrow & Company,1976-11-01,Hardcover,32.0,3.88
909,404,391,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Dedalus Book of Greek Fantasy,David Connolly,Dedalus,2004-05-01,Paperback,308.0,3.5
910,404,392,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Pleasure of Avin's Fantasy,Samantha Wellshauna,,,Kindle Edition,21.0,2.72
911,404,395,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Milking Maggie (A Lactation Fantasy),Ashley K. Bennet,Bridle Books,2012-11-01,Kindle Edition,66.0,3.67
912,404,397,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Unit Origami Fantasy,Tomoko Fuse,,,Paperback,158.0,4.6
913,404,410,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Die Königreiche Gottes I. Hawkwoods Reise. Fantasy  Roman,Paul Kearney,,,,,3.74
915,404,437,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Year's Best Fantasy Stories 11,Arthur W. Saha,DAW Books,1985-11-05,Paperback,238.0,3.08
923,404,484,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Year's Best Fantasy Stories 8,Arthur W. Saha,DAW,1982-10-01,Paperback,191.0,3.17
924,404,503,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Masked Man: A Memoir and Fantasy of Hollywood,Tom Wilson,BookBaby,2012-10-01,Kindle Edition,277.0,3.89
926,404,516,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Every Man's Fantasy,Mysty McPartland,Solstice Publishing,2011-12-02,Kindle Edition,98.0,3.44
930,404,522,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,"The Magazine of Fantasy & Science Fiction, November/December 2014",Gordon Van Gelder,"Spilogale, Inc.",2014-10-25,Kindle Edition,,3.71
932,404,545,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Realmscapes: A Science Fiction and Fantasy Anthology,Realm Makers,Brimstone Fiction,2016-07-26,Paperback,218.0,3.91
934,404,548,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Shadow Marked: An Urban Fantasy Novel,Jasmine Walt,Createspace Independent Publishing Platform,2016-10-01,Paperback,,4.09
935,404,554,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,More than a Fantasy,Sara  Daniel,Decadent Publishing,2012-09-13,ebook,,3.44
939,404,593,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Friends in Fantasy Forest,Ulf Stark,Ikea,2015-09-01,Hardcover,32.0,3.86
940,404,595,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Leaving Fantasy Land,James E. Parker,James E. Parker,2012-03-29,Kindle Edition,186.0,4.0
942,404,597,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Hair: Fashion and Fantasy,Laurent Philippon,Thames Hudson,2013-11-11,Paperback,320.0,4.17
944,404,628,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Malafrena Fantasy Roman,Ursula K. Le Guin,,,,,3.46
945,404,634,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Lost Healer: A Fantasy of Love,Rachel  Robins,Createspace Independent Publishing Platform,2016-12-07,Paperback,,3.65
946,404,656,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Year's Finest Fantasy,Terry Carr,Berkley,1978-07-01,Mass Market Paperback,262.0,3.53
948,404,665,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Morris-Jumel Mansion Anthology of Fantasy and Paranormal Fiction,Camilla Saly-Monzingo,Smashwords Edition,2016-10-13,ebook,,3.75
950,404,691,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Real Fantasy,Caroline Anderson,Mills & Boon,1996-10-11,Mass Market Paperback,192.0,2.8
954,404,705,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Hard Orders (Fantasy Games),Tonya Ramagos,,,Kindle Edition,,3.63
955,404,727,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,City of Masks: An Epic Fantasy Novel,Ashley Capes,Snapping Turtle Books,2014-05-24,Kindle Edition,423.0,3.89
959,404,753,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Amazing Adventures of the Escapist: Volume 3,Michael Chabon,Dark Horse Comics,2006-05-09,Paperback,167.0,3.67
962,404,785,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Amazing Airship Adventure,Derrick Belanger,MX Publishing,2014-12-04,Paperback,88.0,4.0
964,404,797,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,"The Magazine of Fantasy and Science Fiction, September 1991",Kristine Kathryn Rusch,"Mercury Press, Inc.",1991-09-01,Paperback,162.0,3.58
969,404,839,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Dragonworld: An Epic Fantasy,Byron Preiss,Nelson Doubleday,,Hardcover,,3.78
972,404,858,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Amazing Adventures of Toby the Trilby,Angela C. Castillo,CreateSpace,2013-10-17,Paperback,112.0,3.76
976,404,879,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Idisina: The Black Rider (Fantasy Novel),Daniela Giulia Traub,Mendele Electrobic Books Ltd,2015-01-03,Kindle Edition,366.0,4.14
978,404,888,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,"The Magazine of Fantasy & Science Fiction, November/December 2015",C.C. Finlay,,,Kindle Edition,,3.6
980,404,917,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Casey Agonistes and Other Science Fiction and Fantasy Stories,Richard McKenna,Ace Books,1978-01-01,Mass Market Paperback,212.0,3.86
983,404,922,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Magic Hunter: An Urban Fantasy Novel,C.N. Crawford,,,Kindle Edition,246.0,3.93
984,404,923,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Highlander's Fantasy,Fiona Hunter,,,Kindle Edition,58.0,3.67
985,404,925,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,A Time For Fantasy,Daisy Freeman,,,Nook,,5.0
987,404,948,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Amazing Adventures of Chilly Billy,Peter Mayle,Escargot Books,2013-10-15,Paperback,52.0,4.51
988,404,956,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Lesser - A Villainous Urban Fantasy,M.T. Murphy,Lex Talionis Books,2011-09-11,Kindle Edition,291.0,4.05
992,404,971,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Imperial Archive: Knowledge and the Fantasy of Empire,Thomas    Richards,Verso,1993-11-17,Hardcover,188.0,3.06
993,404,972,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,"The InuYasha Experience: Fiction, Fantasy and Facts",Kezuhisa Fujie,DH Publishing,2004-09-01,Paperback,188.0,4.13
996,404,1000,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Star of Erengrad (Warhammer Fantasy),Neil McIntosh,Games Workshop,2002-12-01,Mass Market,288.0,2.95
998,404,1009,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,"Le Sang: Le Dernier Souffle, T2 (Fantasy)",Fiona McIntosh,Milady,2011-05-27,Kindle Edition,667.0,3.93
999,404,1010,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Strange Science Fiction and Fantasy Omnibus,Benson Grayson,Smashwords,2014-09-23,ebook,,3.25
1002,404,1046,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Ever in the After: 13 Fantasy Tales,Melle Amade,,,Paperback,,4.57
1006,404,1075,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Bewitching Embrace: Sensual Fantasy Romance,Sandra Ross,Sandra Ross,2012-09-21,Kindle Edition,46.0,3.38
1010,404,1084,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Secret of Fantasy Forest,Francine Pascal,Sweet Valley,1996-09-01,Paperback,96.0,3.89
1011,404,1086,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Second Page: An Offbeat Fantasy Adventure,Clark Nielsen,,,Kindle Edition,260.0,3.5
1012,404,1088,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Malika - Warrior Queen Part One: An African Historical Fantasy Graphic Novel,Roye Okupe,YouNeek Studios,2017-05-17,Paperback,144.0,3.79
1013,404,1109,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Magazine of Fantasy & Science Fiction September/October 2015,C.C. Finlay,"Spilogale, Inc.",2015-08-29,Kindle Edition,329.0,3.53
1014,404,1115,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Draw & Paint Fantasy Females,Tom  Fleming,Impact,2009-08-01,Paperback,127.0,3.93
1024,404,1184,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Complete Guide to Writing Fantasy: The Author's Grimoire,Valerie Griswold-Ford,Dragon Moon Press,2007-08-16,Paperback,268.0,3.71
1026,404,1188,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,"The Magazine of Fantasy & Science Fiction, November/December 2016",C.C. Finlay,"Spilogale, Inc.",2016-10-28,Kindle Edition,,3.81
1033,404,1264,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Ryder: A Young Adult Fantasy Short,Parrisha Martelly,,,Kindle Edition,,5.0
1034,404,1265,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Year's Best Fantasy Stories 5,Lin Carter,DAW,1980-01-02,Mass Market Paperback,204.0,4.0
1039,404,1294,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,"The Magazine of Fantasy & Science Fiction, January/February 2017",C.C. Finlay,,,Paperback,256.0,3.71
1042,404,1302,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Dress Me Up In Your Fantasy,Coffee Lover,,,ebook,,3.35
1043,404,1304,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Thirst of Satan: Poems of Fantasy and Terror,George Sterling,Hippocampus Press,2000-09-05,Paperback,216.0,4.31
1050,404,1339,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,What Makes This Book So Great: Re-Reading the Classics of Fantasy and SF,Jo Walton,Corsair,2014-01-16,Kindle Edition,448.0,3.88
1051,404,1340,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Fulfilling Her Fantasy,Tabitha Black,Blushing Books Publications,2015-01-22,Kindle Edition,104.0,3.8
1053,404,1343,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Year's Finest Fantasy 2,Terry Carr,Berkley Books,1979-07-01,Mass Market Paperback,311.0,3.72
1054,404,1364,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Yokohama Chinatown Fantasy Vol. 1,Yuji Nishi,Level Comics,2010-08-01,Paperback,212.0,4.24
1060,404,1414,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Bringt Mir Den Kopf Des Märchenprinzen Fantasy Roman,Roger Zelazny,,,,,3.72
1062,404,1416,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Art of Drawing Dragons: Mythological Beasts and Fantasy Creatures,Michael Dobrzycki,Walter Foster Publishing,2007-05-01,Paperback,144.0,4.1
1063,404,1441,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Dragon's Appraiser: A Fantasy Romance Novel,Viola Rivard,Viola Rivard,2015-09-07,Kindle Edition,206.0,3.92
1067,404,1479,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Cimmerian Shade: A Limited Edition Paranormal Romance & Urban Fantasy Collection,Kiki Howell,Naughty Nights Press LLC,2017-09-12,Kindle Edition,3046.0,4.42
1070,404,1484,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Mammoth Book Of Short Fantasy Novels,Isaac Asimov,,,,,3.62
1071,404,1487,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Two on a Tower: A Romantic Fantasy,Thomas Hardy,Createspace,2014-03-28,Paperback,262.0,3.7
1076,404,1511,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Her Island Fantasy,Emma Jay,,,Kindle Edition,60.0,3.9
1077,404,1516,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Marion Zimmer Bradley's Fantasy Worlds,Marion Zimmer Bradley,Marion Zimmer Bradley Literary Works Trust,1998-08-26,Unknown Binding,342.0,4.06
1079,404,1524,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Science-Fantasy Megapack: 25 Classic Tales from Fantasy Adventures,E.C. Tubb,Wildside Press,2013-09-09,Kindle Edition,352.0,3.76
1080,404,1527,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Bloodmark (The Kingsmen Chronicles #2): An Epic Fantasy Adventure,Jean Lowe Carlson,Jean Lowe Carlson,2017-03-20,Kindle Edition,732.0,4.66
1083,404,1553,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,"The Big Time by Fritz Leiber, Science Fiction, Fantasy",Fritz Leiber,Aegypan,2011-06-01,Hardcover,134.0,3.27
1088,404,1589,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Taste of Life: A Biblical Fantasy,Mike  Simpson,CrossBooks Publishing,2011-08-22,Paperback,72.0,2.6
1089,404,1590,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Dedalus Book of Dutch Fantasy,Richard Huijing,Dedalus,1994-11-01,Paperback,400.0,4.29
1090,404,1593,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,"The Magazine of Fantasy & Science Fiction, March/April 2015",Gordon Van Gelder,"Spilogale, Inc.",2015-02-27,Kindle Edition,,4.03
1091,404,1621,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Amazing Adventures of the Escapist: Volume 2,Brian K. Vaughan,Dark Horse Comics,2004-12-07,Paperback,152.0,3.49
1092,404,1626,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,A Story of Becoming: An Inspiring Fantasy fable,Ayn Cates Sullivan,"Infinite Light Publishing, LLC",2015-12-31,Kindle Edition,52.0,4.26
1096,404,1640,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Magic of Xanth: An Enchanting Fantasy Trilogy,Piers Anthony,Ballantine Books (Mm),1987-08-01,Paperback,0.0,4.05
1097,404,1642,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Escapists: An Erotic Fantasy Novel,Anthony Beal,Hexed Flesh Books,2012-04-29,ebook,,4.17
1099,404,1665,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,"The Book of Dragons by Edith Nesbit, Fiction, Fantasy & Magic",E. Nesbit,Aegypan,2008-06-01,Hardcover,108.0,3.88
1102,404,1673,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Dream Tide (Fantasy Men),Cindy Gerard,Loveswept,1993-08-01,Mass Market Paperback,223.0,3.88
1103,404,1675,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Encyclopedia Of Fantasy,Edouard Brasey,Five Mile Press,,Hardcover,1.0,3.82
1105,404,1703,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Best Horror from Fantasy Tales,Stephen Jones,Running Press,2003-07-13,Paperback,288.0,3.46
1106,404,1706,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Future of Fantasy Art,Aly Fell,Harper Design,2009-10-27,Hardcover,192.0,4.17
1107,404,1707,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Return of Innocence: A Fantasy Adventure,Duane Simolke,iUniverse,2006-03-20,Paperback,168.0,4.25
1108,404,1708,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,A Reader's Guide to Fantasy,Baird Searles,Avon Books,1982-07-01,Paperback,217.0,3.91
1109,404,1716,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,"The Red House by Edith Nesbit, Fiction, Fantasy & Magic",E. Nesbit,Aegypan,2006-09-01,Paperback,140.0,3.75
1110,404,1743,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Book of Fantasy,Jorge Luis Borges,Viking Books,1988-11-01,Hardcover,384.0,4.37
1113,404,1754,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Sketching from the Imagination: Fantasy,Sean Andrew Murray,3DTotal Publishing,2014-11-25,Paperback,320.0,4.35
1116,404,1785,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Bloodmaiden: A Fantasy Anthology,Christine E. Schulze,Createspace,2010-04-10,Paperback,200.0,3.89
1121,404,1861,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,"The Magazine of Fantasy & Science Fiction, June 1984",Edward L. Ferman,"Mercury Press, Inc.",1984-06-01,Paperback,162.0,3.86
1122,404,1864,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Better Than 8: Fantasy,Erin Jamison,Tadpole Productions,2011-05-27,ebook,132.0,3.81
1124,404,1870,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Christmas Fantasy,K.T. Grant,Decadent Publishing,2010-12-12,ebook,69.0,2.75
1128,404,1897,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Magic Touch: 11 Urban/Paranormal Fantasy Novels,Becca Mills,,,ebook,,3.71
1129,404,1904,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Dedalus Book of Polish Fantasy,Wiesiek Powaga,Hippocrene Books,1997-07-01,Paperback,378.0,4.07
1134,404,1939,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Night Of Wishes (Hippo Fantasy),Michael Ende,,,,,4.1
1135,404,1940,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,Billionaire's Favorite Fantasy,Jan Colley,Silhouette Books,2008-07-01,Paperback,187.0,2.83
1138,404,2002,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Year's Best Science Fiction & Fantasy 2015 Edition,Rich Horton,Prime Books,2015-06-02,Kindle Edition,576.0,3.63
1141,404,2011,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Year's Best Science Fiction & Fantasy 2016,Rich Horton,Prime Books,2016-06-21,Paperback,576.0,3.7
1149,404,2124,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,2003-0-0,Kindle,245.0,4.2,The Compleat Werewolf and Other Stories of Fantasy and Science Fiction,Anthony Boucher,Carroll & Graf Publishers,1990-01-01,Mass Market Paperback,256.0,3.87
