,docID,position,term,label
65551,265,648,mind fathom,False
65559,265,691,second chance,False
65560,265,698,chance last,False
65561,265,703,last night,False
65572,265,766,make super,False
65573,265,772,super stupid,False
65574,265,779,stupid decisions,False
65578,265,801,empty stomach,False
65579,265,809,stomach especially,False
65582,265,828,im hungry,False
65583,265,835,hungry enough,False
65588,265,857,ass end,False
65592,265,873,week dead,False
65593,265,878,dead burro,False
65598,265,911,expecting something,False
65636,265,1122,shiny green,False
65637,265,1128,green head,False
65686,265,1388,sally suburb,False
65687,265,1395,suburb bitch,False
65693,265,1441,committing refried,False
65694,265,160,refried sin,False
65697,265,1464,pretty grating,False
65700,265,1481,food however,False
65701,265,1489,however far,False
65702,265,1493,far outshone,False
65705,265,1517,cackling soccer,False
65706,265,1524,soccer moms,False
65712,265,1559,dont know,False
65726,265,1646,establishment just,False
65732,265,1673,heart attack,False
65733,265,1680,attack long,False
65754,265,1788,street value,False
65758,265,1803,gum job,False
65781,265,1920,find better,False
65782,265,1927,better mexican,False
65783,265,1935,mexican food,False
65786,265,1949,much cheaper,False
65791,265,1982,expect outstanding,False
65792,265,1994,outstanding quality,False
65800,265,2030,hip see,False
65804,265,2046,seen environment,False
65810,265,2082,duck working,False
65818,265,2125,serious question,False
65822,265,2149,though whats,False
65829,265,2193,cream cheese,True
65838,265,2234,baja sauce,True
65844,265,2265,jalapeno spread,False
65856,265,2319,even less,False
65857,265,2324,less heat,False
65861,265,2351,suggest renaming,False
65864,265,2373,manhattan sauce,True
65872,265,2413,schmear capital,False
65884,265,2470,touching homage,False
65888,265,2489,pace picante,False
65889,265,45,picante new,False
65890,265,2501,new york,False
65891,265,2506,york city,False
65892,265,2511,city commercials,False
65894,265,2491,also cant,False
65895,265,2536,cant understand,False
65902,265,2580,entrees offer,False
65903,265,2586,offer either,False
65904,265,1859,either rice,False
65915,265,2662,universal standards,False
65919,265,2685,mexican food,False
65920,265,2690,food joint,False
65924,265,722,ultimate test,False
65927,265,2729,quality since,False
65928,265,2735,since theyre,False
65929,265,2742,theyre comparable,False
65942,265,1176,dont want,False
65953,265,2863,cheap nickel,False
65956,265,2881,diming motherfucker,False
65957,265,2894,motherfucker macayos,False
65958,265,552,macayos im,False
65970,265,1608,two bucks,False
65973,265,2983,guacamole without,False
65974,265,2991,without informing,False
65979,265,3017,cost extra,False
65986,265,3064,gelatinous green,False
65987,265,3070,green goop,False
65990,265,3091,questionable origin,False
65994,265,3118,absolutely zero,False
65995,265,3123,zero flavor,False
66003,265,3166,really shouldnt,False
66010,265,3208,bland everything,False
66021,265,3269,substituting flavor,False
66026,265,3294,cream cheese,True
66030,265,3313,heavy hand,False
66034,265,3332,salt shaker,False
66036,265,3352,despite stiff,False
66037,265,3358,stiff competition,False
66041,265,3385,bland pico,False
66042,265,0,pico de,False
66043,265,3393,de gallo,False
66047,265,3416,puzzling baja,False
66052,265,3449,shitamole took,False
66055,265,3463,grad prize,False
66063,265,3510,never tasted,False
66064,265,3517,tasted weaker,False
66065,265,2973,weaker guac,False
66071,265,3563,terrible avocados,False
66077,265,3599,corn syrup,True
66082,265,3628,foodlike filler,False
66090,265,3676,lemon juice,True
66095,265,3701,serrano spiciness,False
66103,265,3743,onion although,False
66109,265,3771,couple soggy,False
66110,265,3777,soggy tomatoes,False
66111,265,3786,tomatoes bits,False
66112,265,3791,bits added,False
66116,265,3815,dont think,False
66119,265,1484,will ever,False
66122,265,1040,coming back,False
66123,265,3848,back macayos,False
66128,265,2919,cant lie,False
66129,265,3488,lie even,False
66137,265,3941,im breaking,False
66142,265,3965,public setting,False
66145,265,3984,im scared,False
66148,265,4002,youll key,False
66160,265,2160,least smother,False
66164,265,4073,cream cheese,True
66166,265,4088,know youre,False
66170,265,3439,freaky shit,False
66171,265,4116,shit wishing,False
66174,265,1443,deep fried,False
66175,265,4139,fried broken,False
66176,265,4146,broken dreamserica,False
66178,266,9,really dig,False
66181,266,20,good ole,False
66182,266,24,ole mom,False
66185,266,36,pop greasy,False
66186,266,43,greasy spoon,False
66187,266,49,spoon diner,False
66188,266,55,diner unfortunately,False
66192,266,88,corporate skullduggery,False
66193,266,101,skullduggery muscling,False
66199,266,147,brainwashing america,False
66204,266,179,familiar mediocrity,False
66207,266,203,preformed seasoned,False
66208,266,212,seasoned sawdust,False
66209,266,220,sawdust theyre,False
66220,266,278,microwaved meal,False
66225,266,15,id go,False
66235,266,373,scratch mama,False
66236,266,378,mama couldnt,False
66241,266,406,better cookin,False
66242,266,413,cookin ill,False
66243,266,308,ill go,False
66248,266,445,small business,False
66254,266,476,little hokey,False
66257,266,503,spending money,False
66261,266,530,razzledazzle flash,False
66264,266,544,awe marketing,False
66265,266,554,marketing flare,False
66268,266,575,ads embedded,False
66275,266,616,table tops,False
66276,266,621,tops people,False
66277,266,483,people theyre,False
66278,266,635,theyre selling,False
66279,266,643,selling dining,False
66280,266,650,dining space,False
66283,266,668,revenue just,False
66287,266,685,can keep,False
66290,266,704,entrees cheap,False
66304,266,760,john wayne,False
66305,266,766,wayne big,False
66306,266,770,big enough,False
66310,266,803,person group,False
66316,266,838,ten pictures,False
66321,266,874,includes four,False
66322,266,879,four duplicates,False
66326,266,838,wacky picture,False
66353,266,1028,mirror running,False
66363,266,1077,room ensuring,False
66368,266,1107,duke stared,False
66379,266,1163,little place,False
66380,266,1169,place lacks,False
66392,266,1225,tuna melt,True
66404,266,1282,can vouch,False
66413,266,1325,tuna melt,True
66421,266,1365,fuck ambrosia,False
66424,266,1392,eating warm,False
66425,266,1397,warm albacore,False
66428,266,1419,buttery crisp,False
66429,266,1425,crisp bread,False
66430,266,1431,bread smothered,False
66433,266,1452,cheddar cheese,True
66436,266,1467,pan fried,False
66448,266,1541,magic pixie,False
66449,266,215,pixie dust,False
66460,266,1608,profusely salivate,False
66461,266,1617,salivate everyone,False
66465,266,1639,table ordered,False
66466,266,1647,ordered something,False
66467,266,1657,something different,False
66471,266,1680,hot roast,False
66472,266,1686,roast beef,False
66473,266,1691,beef dinner,False
66477,266,1711,fried fish,True
66478,266,1716,fish caesar,False
66479,266,1723,caesar salad,True
66483,266,1741,pork fritter,False
66484,266,1749,fritter sandwich,False
66494,266,1805,wicked fricken,False
66495,266,1813,fricken good,False
66501,266,1851,day long,False
66502,266,1863,super scoreso,False
66503,266,417,scoreso go,False
66504,266,1874,go pay,False
66505,266,1878,pay homage,False
66508,266,1893,john wayne,False
66512,266,1912,shall reward,False
66517,266,1938,good eats,False
66528,267,55,little noodleoo,False
66531,267,77,currently serving,False
66535,267,101,spokes dog,False
66541,267,133,love scooby,False
66542,267,140,scooby dos,False
66546,267,166,little buttfaced,False
66547,267,176,buttfaced dog,False
66548,267,180,dog like,False
66556,267,226,correcting anything,False
66568,267,297,funny poofy,False
66569,267,303,poofy pompadour,False
66574,267,346,like five,False
66575,267,351,five seconds,False
66578,267,369,little man,False
66581,267,385,looking fabulous,False
66584,267,402,bad ass,False
66586,267,421,something easily,False
66587,267,428,easily accomplished,False
66591,267,457,prancing pup,False
66594,267,476,literally chases,False
66595,267,483,chases butterflies,False
66598,267,508,tall grasses,False
66602,267,341,looking like,False
66605,267,551,little lamb,False
66609,267,567,cut grew,False
66620,267,627,also amazing,False
66621,267,644,noodles usually,False
66622,267,652,usually smells,False
66623,267,537,smells like,False
66624,267,664,like tacos,False
66629,267,692,beef stank,False
66632,267,707,corn chips,False
66636,267,731,getting back,False
66642,267,659,smelled like,False
66643,267,765,like christmas,False
66644,267,775,christmas morning,False
66645,267,783,morning sugar,False
66650,267,814,everything nice,False
66651,267,819,nice instead,False
66658,267,857,puppy dog,False
66659,267,861,dog tails,False
66660,267,872,hes got,False
66663,267,888,gender identity,False
66664,267,897,identity issues,False
66671,267,938,also cheaper,False
66677,267,967,big name,False
66678,267,972,name conglomerates,False
66681,267,1000,im talking,False
66685,267,208,petsmart ive,False
66686,267,1028,ive taken,False
66692,267,1057,smelly dog,False
66698,267,1086,need dog,False
66699,267,1090,dog sitting,False
66700,267,1098,sitting play,False
66701,267,1103,play time,False
66705,267,1122,cut ill,False
66706,267,872,ill go,False
66710,267,1158,genuinely seem,False
66715,267,55,little noodle,False
66716,267,1188,noodle monster,False
66717,268,0,love love,False
66718,268,5,love love,False
66726,268,52,braised oxtails,False
66729,268,73,heavenly succulent,False
66735,268,105,bone tender,False
66739,268,133,audibly moaning,False
66744,268,165,entire meal,False
66748,268,197,braised cabbage,False
66754,268,230,perfect sides,False
66760,268,261,pigeon peas,False
66769,268,309,oxtail sauce,False
66771,268,325,jerk chicken,False
66774,268,342,also fantastic,False
66781,268,376,busy hoarding,False
66786,268,404,didnt get,False
66789,268,415,try much,False
66795,268,446,smoky spicy,False
66800,268,480,chicken instead,False
66815,268,571,make sure,False
66820,268,596,hibiscus flower,False
66821,268,603,flower drink,False
66822,268,609,drink sorrel,False
66825,268,628,cloves floating,False
66831,268,670,earthy spicy,False
66832,268,676,spicy flavor,False
66833,268,683,flavor palate,False
66837,268,702,meat well,False
66845,268,741,jicama offered,False
66849,268,763,mexican joints,False
66857,268,814,wonderfully warm,False
66863,268,855,bold paint,False
66864,268,861,paint decorating,False
66876,268,938,fauxrattan chairs,False
66877,268,945,chairs help,False
66882,268,976,theres also,False
66887,268,230,one side,False
66904,268,861,judge decor,False
66905,268,1081,decor nothing,False
66909,268,1101,house matches,False
66922,268,1175,friends house,False
66929,268,1211,mom whoop,False
66936,268,1245,amazing ethnic,False
66937,268,1252,ethnic food,False
66940,268,1267,never get,False
66944,268,1285,kraft mac,False
66945,268,38,mac n,False
66946,268,1291,n cheese,False
66947,268,1298,cheese house,False
66951,268,1326,family owned,False
66952,268,763,owned joint,False
66956,268,1352,ages bumming,False
66957,268,1360,bumming around,False
66960,268,1387,kiddos bring,False
66963,268,1403,water adolescents,False
66966,268,1424,hip hop,False
66967,268,499,hop ring,False
66968,268,1433,ring tones,False
66969,268,1439,tones take,False
66975,268,1474,matriarchs keep,False
66985,268,1536,utterly delicious,False
66986,268,1552,next time,False
66989,268,1564,need leave,False
66990,268,1570,leave room,False
66996,268,1602,coconut cake,False
66997,268,1607,cake much,False
66998,268,1612,much harder,False
67004,268,1638,may think,False
67012,268,1689,interesting breakfast,False
67013,268,1699,breakfast options,False
67014,268,1707,options like,False
67015,268,1712,like smoked,False
67016,268,1719,smoked fish,False
67019,268,1739,dont worry,False
67024,268,851,regular old,False
67025,268,1772,old eggs,False
67032,268,1807,one morning,False
67035,268,1829,something outside,False
67040,269,11,stumbled upon,False
67043,269,28,little shoppe,False
67046,269,42,feel compelled,False
67051,269,67,old english,False
67052,269,75,english spin,False
67060,269,110,cutesy little,False
67061,269,117,little store,False
67068,269,145,wits end,False
67072,269,168,fathers birthday,False
67076,269,191,couldnt think,False
67085,269,234,unhelpful man,False
67086,269,238,man ever,False
67089,269,260,want whatever,False
67107,269,355,tucked away,False
67111,269,370,tiny little,False
67112,269,377,little strip,False
67113,269,383,strip mall,False
67114,269,388,mall sandwiched,False
67118,269,411,dunkin donuts,False
67121,269,429,japanese food,False
67122,269,434,food mart,False
67126,269,452,liquor store,False
67130,269,472,simple sign,False
67131,269,477,sign advertising,False
67132,269,489,advertising irish,False
67133,269,495,irish gifts,False
67134,269,512,salvation hes,False
67140,269,545,irish pride,False
67150,269,603,actually give,False
67151,269,608,give anyone,False
67152,269,270,anyone like,False
67153,269,620,like leprechaun,False
67154,269,631,leprechaun print,False
67155,269,637,print boxers,False
67160,269,659,im irish,False
67161,269,665,irish ties,False
67162,269,395,ties hed,False
67165,269,611,wear one,False
67166,269,173,one day,False
67170,269,708,year nope,False
67175,269,594,class act,False
67178,269,754,first entered,False
67187,269,798,much stuff,False
67191,269,821,crammed onto,False
67194,269,836,floor space,False
67203,269,899,utilized barriers,False
67204,269,908,barriers also,False
67205,269,913,also decorated,False
67213,269,963,different areas,False
67218,269,994,owners also,False
67219,269,999,also run,False
67224,269,1029,immediately greeted,False
67228,269,1058,pleasantly surprised,False
67232,269,1080,wide variety,False
67235,269,1097,irish themed,False
67236,269,1104,themed offerings,False
67242,269,1150,goofy offerings,False
67248,269,1188,beautiful jewelry,False
67249,269,1196,jewelry china,False
67252,269,1214,crystal ware,False
67257,269,1242,whole section,False
67260,269,1262,imported irish,False
67261,269,1268,irish food,False
67262,269,1273,food including,False
67263,269,1283,including tea,False
67264,269,1287,tea sweets,False
67267,269,1311,refrigerated stuff,False
67268,269,615,stuff like,False
67269,269,1322,like sausages,False
67277,269,1380,decorative pewter,False
67278,269,1387,pewter insignias,False
67279,269,1397,insignias ranging,False
67282,269,1417,celtic knots,False
67285,269,569,claddagh rings,False
67294,269,226,immediately helpful,False
67297,269,1512,finding anything,False
67300,269,1530,need ordering,False
67314,269,1605,can secure,False
67317,269,1625,special something,False
67318,269,1635,something something,False
67325,269,1690,place since,False
67326,269,1696,since snatching,False
67329,269,1718,guinness themed,False
67330,269,1725,themed merchandise,False
67335,269,1757,fun irish,False
67336,269,1763,irish gifts,False
67344,269,1808,dad even,False
67345,269,1813,even purchased,False
67348,269,1108,wedding rings,False
67355,269,1869,lovely celtic,False
67356,269,1876,celtic cake,False
67357,269,1881,cake topper,False
67365,269,1917,knot work,False
67366,269,1922,work circling,False
67373,269,1955,wee bit,False
67374,269,1959,bit steep,False
67381,269,1996,wallet crying,False
67387,269,2036,imported goods,False
67391,269,28,specialty shop,False
67394,269,2077,completely understandable,False
67395,269,2098,dont forget,False
67402,269,2133,shamacus shamrockcactus,False
67403,269,2148,shamrockcactus nyuk,False
67404,269,2153,nyuk nyuk,False
67409,269,2184,arrives quarterly,False
67417,269,2227,recipies stories,False
67423,269,2276,youll want,False
67432,269,2320,highland games,False
67439,269,2354,wicked shepards,False
67440,269,2222,shepards pie,False
67443,270,14,mega rad,False
67448,270,41,chewy bubbly,False
67449,270,48,bubbly crust,False
67450,270,54,crust like,False
67454,270,80,cant beat,False
67457,270,95,lunch specials,False
67462,270,122,five bucks,False
67468,270,150,drink salad,False
67469,270,156,salad bar,False
67473,270,172,little sketch,False
67474,270,179,sketch sometimes,False
67478,270,211,ive seen,False
67481,270,225,many young,False
67482,270,231,young ones,False
67483,270,236,ones duck,False
67486,270,252,sneeze guard,False
67489,270,266,get crazy,False
67494,271,7,just dont,False
67495,271,12,dont think,False
67496,271,18,think im,False
67497,271,21,im much,False
67501,271,39,brewery gal,False
67506,271,72,blows four,False
67507,271,77,four peaks,False
67514,271,107,id much,False
67515,271,112,much rather,False
67519,271,131,nice cocktail,False
67522,271,150,chew though,False
67525,271,31,specialty brew,False
67533,271,212,choice theyve,False
67534,271,219,theyve got,False
67535,271,223,got just,False
67539,271,256,happy hour,False
67553,271,333,thoroughly meh,False
67556,271,345,can peruse,False
67563,271,380,cold one,False
67573,271,437,bud light,True
67576,271,462,sorry frat,False
67577,271,467,frat chumps,False
67588,271,520,well like,False
67589,271,525,like ages,False
67590,271,530,ages ago,False
67600,271,578,just four,False
67601,271,583,four choices,False
67602,271,591,choices none,False
67611,271,219,last go,False
67612,271,639,go round,False
67614,271,659,orange blossom,False
67615,271,667,blossom wheat,False
67616,271,673,wheat beer,False
67620,271,688,bit like,False
67621,271,693,like drinking,False
67624,271,712,orange creamsicle,False
67627,271,731,beer form,False
67628,271,744,almost like,False
67633,271,769,floral notes,False
67636,271,783,light finish,False
67640,271,802,super creamy,False
67641,271,809,creamy mouthfeel,False
67642,271,823,oh yeah,False
67643,271,828,yeah bitches,False
67645,271,844,just went,False
67648,271,868,perfect beer,False
67652,271,888,novice drinker,False
67658,271,925,also pretty,False
67659,271,932,pretty decent,False
67671,271,994,stayed far,False
67672,271,998,far away,False
67675,271,1016,feeling like,False
67683,271,1055,grassy perfume,False
67691,271,1104,happy hour,False
67692,271,1109,hour food,False
67700,271,1145,last time,False
67710,271,1192,foods reasonably,False
67711,271,1203,reasonably priced,False
67712,271,1217,tasty rueben,False
67713,271,1224,rueben craptastic,False
67714,271,1235,craptastic hummus,False
67715,271,1242,hummus crispy,False
67716,271,1249,crispy quesadilla,False
67744,271,1391,nodding amicably,False
67747,271,234,hearing every,False
67753,271,1453,high top,False
67754,271,1457,top tables,False
67757,271,1473,also really,False
67758,271,1480,really uncomfortable,False
67761,271,1507,shorties like,False
67768,271,631,cest la,False
67769,271,1537,la vie,False
67771,271,1553,biggest peeve,False
67778,271,1050,gigando assy,False
67779,271,1596,assy television,False
67789,271,1050,big ass,False
67790,271,1658,ass mofo,False
67791,271,1663,mofo tv,False
67802,272,20,dont know,False
67807,272,42,really like,False
67808,272,47,like establishments,False
67812,272,76,word monkey,False
67821,272,129,adolescent level,False
67822,272,135,level like,False
67823,272,140,like nut,False
67824,272,144,nut shots,False
67828,272,174,uncle monkeys,False
67829,272,182,monkeys bar,False
67830,272,186,bar started,False
67838,272,237,dive bar,False
67841,272,249,dont go,False
67845,272,271,expecting something,False
67846,272,281,something fancy,False
67847,272,287,fancy schmansy,False
67849,272,174,got monkey,False
67853,272,323,bar name,False
67854,272,328,name people,False
67857,272,355,pretty much,False
67858,272,360,much tell,False
67870,272,426,inside cash,False
67873,272,442,cheap alcohol,False
67876,272,467,three shots,False
67881,272,492,one fifty,False
67882,272,498,fifty well,False
67883,272,503,well stiff,False
67884,272,509,stiff drinks,False
67885,272,516,drinks pool,False
67886,272,521,pool tables,False
67890,272,541,decent jukebox,False
67891,272,557,pretty much,False
67899,272,598,little barfly,False
67904,272,632,little drunk,False
67907,272,648,crappy bowling,False
67908,272,656,bowling beer,False
67920,272,707,absolute blast,False
67922,272,726,might also,False
67929,272,759,im seeing,False
67930,272,766,seeing double,False
67931,272,773,double bullseyes,False
67934,272,756,unlikely im,False
67935,272,799,im going,False
67939,272,819,getting many,False
67940,272,824,many double,False
67941,272,831,double bullseyes,False
67945,272,855,option entered,False
67950,272,550,brain pretty,False
67951,272,888,pretty quick,False
67964,272,305,cartooney monkey,False
67968,272,982,womens bathroom,False
67971,272,999,two creepy,False
67972,272,1006,creepy mannequins,False
67975,272,1027,flannel clad,False
67976,272,1032,clad lumberjack,False
67980,272,1058,tomahawk carrying,False
67981,272,1067,carrying chief,False
67986,272,1111,politically correct,False
67990,272,1138,definitely perplexing,False
67993,272,1159,helps drive,False
67994,272,1165,drive home,False
67999,272,1190,uncle monkeys,False
68000,272,1198,monkeys doesnt,False
68001,272,1205,doesnt give,False
68004,272,1219,flying fuck,False
68011,272,1261,doesnt fit,False
68014,272,598,dive bar,False
68015,272,1278,bar mold,False
68017,272,1293,dark weathered,False
68018,272,1303,weathered kinda,False
68019,272,1309,kinda dingy,False
68026,272,1345,express purpose,False
68034,272,1391,patrons reflect,False
68041,272,1429,little frayed,False
68042,272,1436,frayed around,False
68049,272,1469,one issue,False
68061,272,1524,hidden away,False
68068,272,1560,nondescript strip,False
68069,272,1566,strip mall,False
68080,272,1612,dont know,False
68084,272,1634,place youre,False
68085,272,1640,youre unlikely,False
68096,273,6,caffe boa,False
68100,273,22,hidden gem,False
68103,273,34,mill avenue,False
68107,273,57,eating drinking,False
68114,273,106,little bit,False
68118,273,124,pricey side,False
68119,273,129,side though,False
68122,273,144,take advantage,False
68126,273,167,happy hour,False
68129,273,187,halfpriced sangria,False
68130,273,195,sangria sundays,False
68137,273,224,tiny homey,False
68138,273,230,homey little,False
68139,273,237,little cafe,False
68140,273,242,cafe next,False
68143,273,255,long wongs,False
68146,273,267,th street,False
68157,273,328,spacious classy,False
68158,273,335,classy winery,False
68161,273,354,italian bistro,False
68164,273,367,th street,False
68167,273,383,mill happy,False
68168,273,389,happy hour,False
68169,273,394,hour specials,False
68176,273,432,bar area,False
68190,273,513,traditional happy,False
68191,273,519,happy hour,False
68195,273,548,reverse happy,False
68196,273,554,happy hour,False
68205,273,617,available though,False
68212,273,661,draft beers,False
68213,273,667,beers like,False
68214,273,672,like guiness,False
68219,273,697,two bucks,False
68220,273,335,bucks wine,False
68234,273,782,fancy pants,False
68235,273,788,pants cocktails,False
68236,273,798,cocktails generally,False
68237,273,818,bucksthe espresso,False
68238,273,827,espresso martini,False
68243,273,865,appetizers aside,False
68247,273,885,huge cheese,False
68248,273,892,cheese plate,False
68251,273,180,half priced,False
68252,273,919,one wonky,False
68253,273,925,wonky thing,False
68259,273,955,happy hour,False
68272,273,1014,just keep,False
68275,273,1029,running tab,False
68291,273,1096,make things,False
68292,273,1103,things go,False
68295,273,1115,little smoother,False
68296,273,1124,smoother im,False
68302,273,1151,shrimp adriatico,False
68310,273,1197,five big,False
68311,273,1201,big tiger,False
68312,273,1207,tiger shrimp,False
68313,273,1214,shrimp swimming,False
68316,273,1233,garlic tomato,False
68317,273,1240,tomato sauce,False
68318,273,1246,sauce thats,False
68319,273,1252,thats served,False
68328,273,1305,filling enough,False
68334,273,1334,entire meal,False
68338,273,1351,share among,False
68339,273,1357,among friends,False
68342,273,1376,sundays pitchers,False
68347,273,907,half priced,False
68352,273,1446,refreshing way,False
68366,273,703,white wine,False
68375,273,1573,freshly sliced,False
68376,273,1580,sliced apples,False
68379,273,1599,muddled citrus,False
68380,273,1612,make sure,False
68386,273,1635,go easy,False
68390,273,1656,cinnamon though,False
68394,273,415,may end,False
68399,273,1702,overpowering flavor,False
68402,273,1720,chalky texture,False
68403,273,1728,texture dinner,False
68406,273,1745,always divine,False
68412,273,1773,little bit,False
68416,273,866,pricey side,False
68420,273,1816,huge though,False
68423,273,1832,youre pretty,False
68424,273,1839,pretty much,False
68425,273,1844,much guaranteed,False
68426,273,1855,guaranteed leftovers,False
68430,273,1876,can split,False
68435,273,1904,another person,False
68439,273,1930,buck charge,False
68441,273,1949,voodoo penne,True
68445,273,1970,delicious cajun,False
68446,273,1976,cajun flavored,False
68447,273,1985,flavored dish,False
68448,273,1990,dish lucas,False
68449,273,1996,lucas meatballs,True
68457,273,2042,pola pola,False
68461,273,2063,awesome artichoke,False
68462,273,2073,artichoke ravioli,True
68465,273,2101,done well,False
68469,273,2119,rarely encounter,False
68470,273,2129,encounter problems,False
68479,273,2180,nice mellow,False
68480,273,2187,mellow break,False
68486,273,2217,mill avenue,False
68487,273,2224,avenue updateive,False
68491,273,2248,little peeved,False
68492,273,2255,peeved lately,False
68496,273,2275,happy hour,False
68497,273,2280,hour since,False
68510,273,2338,damn tiny,False
68517,273,2376,dont get,False
68527,273,2436,thats fine,False
68530,273,2455,damn chase,False
68531,273,2461,chase employees,False
68532,273,2414,employees get,False
68536,273,2502,happy hour,False
68537,273,2507,hour even,False
68538,273,2512,even starts,False
68539,273,2519,starts wheres,False
68549,273,2565,damn seats,False
68550,273,2571,seats leaving,False
68556,273,2609,shattered hope,False
68560,273,2627,empty glass,False
68562,273,2645,better shape,False
68565,273,2660,caffe boa,False
68568,273,2670,im docking,False
68575,273,2715,star boa,False
68586,273,738,three bucks,False
68595,273,2833,scrumtious mouth,False
68596,273,2839,mouth watering,False
68597,273,2856,dollar spaghetti,False
68600,273,2888,theyre fucking,False
68601,273,2896,fucking meatballs,False
68602,273,2906,meatballs boa,False
68603,273,2910,boa plus,False
68606,273,117,half price,False
68611,273,2950,wine less,False
68616,273,2979,pretty useless,False
68617,273,2987,useless deal,False
68618,273,2344,deal now,False
68619,273,3003,jeezy creezy,False
68622,273,3020,isnt goodbye,False
68623,273,3028,goodbye though,False
68624,273,3040,ill still,False
68625,273,3046,still chill,False
68636,273,3100,shall never,False
68637,273,3106,never indulge,False
68641,273,3126,pola pola,False
68642,273,3131,pola voodoo,False
68643,273,3138,voodoo penne,True
68647,273,3159,shitty willow,False
68648,273,3166,willow bakery,False
68649,273,3173,bakery bread,False
68654,274,16,stones throw,False
68660,274,50,never end,False
68672,274,115,lazy ass,False
68689,274,199,shopping trip,False
68698,274,258,ridiculously expensive,False
68699,274,268,expensive even,False
68703,274,288,club card,False
68704,274,293,card savings,False
68718,274,367,added expense,False
68721,274,385,upkeep involved,False
68726,274,419,wine section,False
68730,274,440,fancy olive,False
68731,274,446,olive bar,False
68735,274,466,gourmand cheese,False
68736,274,473,cheese selection,False
68742,274,506,added cost,False
68745,274,524,employing cashiers,False
68749,274,551,installing selfcheck,False
68761,274,614,ten minutes,False
68762,274,622,minutes behind,False
68766,274,660,screaming childes,False
68767,274,668,childes just,False
68772,274,689,couple sticks,False
68778,274,723,understand carding,False
68801,274,826,name like,False
68802,274,831,like three,False
68803,274,837,three times,False
68807,274,859,year old,False
68808,274,863,old selfs,False
68809,274,869,selfs signature,False
68810,274,879,signature doesnt,False
68811,274,886,doesnt match,False
68813,274,904,yearold scrawl,False
68814,274,911,scrawl come,False
68817,274,930,thats excessive,False
68822,274,838,think im,False
68823,274,972,im looking,False
68824,274,980,looking foxy,False
68825,274,985,foxy young,False
68831,274,1009,id rather,False
68832,274,1016,rather hit,False
68836,274,1033,crack pipeselling,False
68837,274,1045,pipeselling liquor,False
68838,274,1052,liquor paloozas,False
68839,274,1061,paloozas along,False
68840,274,1067,along mcdowell,False
68846,274,1105,nonsense unless,False
68851,274,1130,desperate need,False
68855,274,1152,ingredient stat,False
68858,274,1168,require something,False
68859,274,1178,something special,False
68860,274,1186,special like,False
68863,274,1205,amazing mediterranean,False
68864,274,1219,mediterranean olive,False
68865,274,1225,olive selection,False
68866,274,969,selection im,False
68867,274,1238,im staying,False
68868,274,1246,staying far,False
68869,274,1250,far far,False
68870,274,1254,far away,False
68871,275,5,cafe monarch,False
68876,275,36,five star,False
68877,275,41,star reviews,False
68878,275,49,reviews make,False
68887,275,88,must try,False
68891,275,105,unique brunch,False
68892,275,112,brunch lunch,False
68893,275,118,lunch dinner,False
68894,275,125,dinner whatever,False
68895,275,134,whatever experience,False
68899,275,159,valley im,False
68900,275,162,im reluctant,False
68905,275,193,place since,False
68908,275,206,dont want,False
68918,275,256,another lovely,False
68919,275,263,lovely sunday,False
68920,275,270,sunday brunch,False
68924,275,290,taste buds,False
68925,275,295,buds will,False
68938,275,374,theres plenty,False
68941,275,391,buffer room,False
68945,275,413,impromptu flybytheseatofwhateverthecheffeelslikewhippingup,False
68946,275,462,flybytheseatofwhateverthecheffeelslikewhippingup type,False
68947,275,467,type place,False
68960,275,537,asked one,False
68961,275,541,one question,False
68962,275,550,question sweet,False
68972,275,603,picky eater,False
68982,275,650,dont want,False
68985,275,669,wonderbread palate,False
68986,275,676,palate um,False
68989,275,422,dont eat,False
68990,275,690,eat anything,False
68991,275,699,anything green,False
68994,275,735,chef christopher,False
69008,275,805,one man,False
69009,275,809,man show,False
69010,275,814,show plenty,False
69022,275,894,crazy delicious,False
69023,275,904,delicious masterpieces,False
69029,275,740,personal top,False
69030,275,438,top chef,False
69031,275,961,chef customizing,False
69032,275,973,customizing something,False
69033,275,983,something just,False
69043,275,1029,byob makes,False
69046,275,1044,heart smile,False
69048,275,1058,love sharing,False
69051,275,1075,couple bottles,False
69054,275,1091,good wine,False
69057,275,1109,champagne among,False
69058,275,1115,among friends,False
69072,275,1185,restaurant markup,False
69075,275,1206,hes also,False
69076,275,1211,also cool,False
69085,275,1261,cranberry juice,True
69087,275,1276,diy mimosas,False
69092,275,442,corking fee,False
69111,275,1196,screaming deal,False
69118,275,1460,dining experience,False
69119,275,1471,experience rather,False
69123,275,1492,quicky meal,False
69127,275,1519,european approach,False
69134,275,1563,food drink,False
69138,275,1593,will take,False
69142,275,1611,couple hours,False
69149,275,421,initial seat,False
69160,275,1711,waiter busser,False
69161,275,1718,busser todos,False
69165,275,1737,last scrumptious,False
69166,275,1749,scrumptious bite,False
69167,275,1763,totally worth,False
69168,275,16,worth every,False
69169,275,1775,every minute,False
69180,275,1839,starvin marvin,False
69182,275,1862,definitely dont,False
69183,275,1867,dont invite,False
69184,275,1874,invite anyone,False
69187,275,1890,cant stomach,False
69188,275,1898,stomach hanging,False
69194,275,1928,couple hours,False
69195,275,1940,lets wrap,False
