ID,Name,Author,Publisher,Publishing_Date,Format,Pages,Rating
2208,wizards: isaac asimov's magical worlds of fantasy 1,Isaac Asimov,Roc,1983-10-04,Mass Market Paperback,303.0,3.79
2209,nirv adventure bible for early readers,Anonymous,Zonderkidz,2008-06-29,Hardcover,1536.0,4.5
2210,"pirates!: the true and remarkable adventures of minerva sharpe and nancy kington, female pirates",Celia Rees,Perfection Learning,2005-09-01,Hardcover,379.0,3.82
2211,the secret of scent: adventures in perfume and the science of smell,Luca Turin,Ecco,2006-11-07,Hardcover,224.0,3.79
2212,the new adventures of curious george,Margret Rey,HMH Books for Young Readers,2006-08-04,Hardcover,208.0,4.28
2213,"a narrative of a revolutionary soldier: some adventures, dangers, and sufferings of joseph plumb martin",Joseph Plumb Martin,Signet Classics,2001-09-01,Paperback,253.0,3.97
2214,"happy mum, happy baby: my adventures in motherhood",Giovanna Fletcher,CORONET,2017-02-23,Hardcover,320.0,4.36
2215,adventures of a bystander,Peter F. Drucker,Wiley,1998-02-18,Hardcover,352.0,4.33
2216,on a barbarian world,Anna Hackett,,,Kindle Edition,187.0,4.05
2217,the adventures of sir lancelot the great,Gerald Morris,HMH Books for Young Readers,2008-05-05,Hardcover,96.0,3.83
2218,safari adventure,Willard Price,Red Fox,1993-05-20,Paperback,192.0,3.92
2219,the adventure of the reigate squire,Arthur Conan Doyle,,,Kindle Edition,,3.74
2220,startup: a silicon valley adventure,Jerry Kaplan,Penguin Books,1996-10-01,Paperback,336.0,4.07
2221,myth-ing persons / little myth marker,Robert Lynn Asprin,Ace,2002-06-25,Paperback,336.0,4.12
2222,malgudi schooldays: the adventures of swami and his friends,R.K. Narayan,Puffin India,2002-01-01,,263.0,4.14
2223,notes from the underwire: adventures from my awkward and lovely life,Quinn Cummings,Hachette Books,2009-07-07,Paperback,272.0,3.61
2224,flat stanley: his original adventure!,Jeff Brown,HarperCollins,2010-09-28,ebook,96.0,3.83
2225,the land i lost: adventures of a boy in vietnam,Huynh Quang Nhuong,HarperCollins,1986-11-04,Paperback,144.0,3.71
2226,the adventures of buster bear,Thornton W. Burgess,Dover Publications,1993-03-24,Paperback,96.0,4.07
2227,"jack of fables, vol. 7: the new adventures of jack and jack",Bill Willingham,Vertigo,2010-06-29,Paperback,128.0,3.4
2228,the abominable snowman,R.A. Montgomery,Chooseco,2006-05-01,Paperback,116.0,3.55
2229,"the year's best science fiction & fantasy, 2013",Rich Horton,Prime Books,2013-07-02,Paperback,573.0,3.73
2230,mammoth book of seriously comic fantasy,Mike Ashley,Constable & Robinson,1999-12-01,Paperback,494.0,3.38
2232,the cycle of arawn: the complete epic fantasy trilogy,Edward W. Robertson,,,Nook,,3.93
2233,her demon prince,Cathleen Ross,Cathleen Ross,2013-07-27,Kindle Edition,230.0,3.86
2234,geek theater: 15 plays by science fiction and fantasy writers,Jen Gunnels,Underwords Press,2014-11-04,Paperback,470.0,3.67
2235,fantasy: the 100 best books,James Cawthorn,Carroll & Graf,1991-08-01,Paperback,216.0,3.92
2236,asimov fantasies: devils,Isaac Asimov,Roc,1987-06-02,Paperback,351.0,3.8
2237,la quête des héros perdus (fantasy),David Gemmell,Milady,2011-06-29,Kindle Edition,419.0,4.06
2238,myths & magic: the complete fantasy reference.,Terry Brooks,Titan Books Ltd,1999-04-08,Paperback,288.0,4.09
2239,flaming fantasies,Elizabeth Lapthorne,Ellora's Cave,2006-08-09,ebook,127.0,3.73
2240,the caspak trilogy : the fantasy novel -,Edgar Rice Burroughs,Unsecretbooks,2013-02-01,ebook,1078.0,3.89
2241,tote dinge: roman,Stephen Blackmoore,Bastei Lübbe (Bastei Entertainment),2016-01-14,Kindle Edition,305.0,3.79
2242,submit to me,Anya Summers,Blushing Books Publications,2016-10-14,Kindle Edition,146.0,4.38
2243,spider-man!,Stan Lee,Marvel Comics,1962-08-10,Comic Book,25.0,4.12
2244,the ghost stories of edith wharton (fantasy and horror classics),Edith Wharton,Fantasy and Horror Classics,2011-04-28,Paperback,184.0,3.89
2245,"vérité première: vérité, t1 (fantasy)",Dawn Cook,Milady,2011-01-12,Kindle Edition,541.0,3.73
2246,fantasy wargaming,Bruce Galloway,Stein & Day Pub,1982-07-01,Hardcover,208.0,3.26
2247,subversion: science fiction & fantasy tales of challenging the norm,Bart R. Leib,Crossed Genres Publications,2011-12-05,Paperback,172.0,4.14
2248,the greeks: a great adventure,Isaac Asimov,Houghton Mifflin,1965-12-01,Hardcover,320.0,4.19
2249,days of high adventure,Elliott Kay,,,Kindle Edition,112.0,3.72
2250,glen & tyler's honeymoon adventure,J.B. Sanders,Lulu.com,2011-07-18,Hardcover,324.0,3.76
2251,the ultimate tree house project,Gary M. Nelson,CreateSpace,2013-03-30,Paperback,220.0,3.89
2252,girl fights back,Jacques  Antoine,Amaterasu Press,2014-01-09,Paperback,236.0,3.88
2253,adventures in prayer,Catherine Marshall,Chosen Books,2002-10-01,Paperback,96.0,4.15
2254,adventure capital,Blaise Corvin,,,Kindle Edition,408.0,4.26
2255,the circus of adventure and the river of adventure: two great adventures,Enid Blyton,Pan Macmillan,2002-06-01,Paperback,352.0,4.24
2256,at star's end,Anna Hackett,Carina Press,2014-03-31,ebook,137.0,3.95
2257,fallen hunter,Wayne Stinnett,,,Kindle Edition,321.0,4.34
2258,arthur's computer disaster: an arthur adventure,Marc Brown,"Little, Brown Books for Young Readers",1999-09-01,Paperback,32.0,3.96
2259,volcano adventure,Willard Price,Red Fox,1993-01-21,Paperback,208.0,3.64
2260,lewis carroll's alice's adventures in wonderland,Harold Bloom,Chelsea House Publications,2006-07-01,Hardcover,247.0,4.25
2261,living on the devil's doorstep: international adventures,Floyd McClung,YWAM Publishing,1996-09-01,Paperback,196.0,4.14
2262,the whole fromage: adventures in the delectable world of french cheese,Kathe Lison,Broadway Books,2013-06-25,Paperback,274.0,3.58
2263,"the mark of the golden dragon: being an account of the further adventures of jacky faber, jewel of the east, vexation of the west, and pearl of the south china sea",L.A. Meyer,HMH Books for Young Readers,2011-10-04,Hardcover,378.0,4.09
2264,in the reign of terror: the adventures of a westminster boy,G.A. Henty,Quiet Vision Pub,2004-10-31,Paperback,148.0,4.12
2265,shadow divers: the true adventure of two americans who risked everything to solve one of the last mysteries of world war ii,Robert Kurson,Random House,2004-06-29,Hardcover,375.0,4.27
2266,the adventures of hergé,José-Louis Bocquet,Drawn and Quarterly,2011-12-06,Hardcover,64.0,3.19
2267,"forbidden fantasy (harlequin temptation, no 367)",Tiffany White,harlequin,1991-09-01,Paperback,0.0,3.31
2268,final fantasy xiii -episode i-,Jun Eishima,Square Enix,2010-12-16,Paperback,,3.44
2269,penric's demon: a fantasy novella in the world of the five gods,Lois McMaster Bujold,Blackstone Audiobooks,2016-01-04,Audio CD,,4.2
2270,taboo: forbidden fantasies for couples,Violet Blue,Cleis Press,2004-03-08,Paperback,272.0,3.44
2271,heroes urban fantasy and super powers bundle #2,Autumn Kalquist,,,Kindle Edition,,3.8
2272,heated fantasies,Elizabeth Lapthorne,Ellora's Cave,2006-06-02,ebook,137.0,3.62
2273,create amazing fantasy characters (drawing fantasy art),Steve Beaumont,Arcturus Publishing Limited,2012-05-15,Paperback,128.0,3.58
2274,animals real and imagined: the fantasy of what is and what might be,Terryl Whitlatch,Design Studio Press,2010-12-01,Paperback,159.0,4.55
2275,a romanov fantasy: life at the court of anna anderson,Frances Welch,W. W. Norton Company,2007-09-17,Hardcover,368.0,3.07
2276,paranormal fantasies: a promotional collection of 14 erotic supernatural stories,Annabel Bastione,"Smashwords, Inc",2012-05-28,Kindle Edition,255.0,3.11
2277,nights of fantasy (bare sophistication),Sherelle Green,Harlequin Kimani Romance,2017-04-01,Kindle Edition,224.0,4.21
2278,her christmas fantasy,Penny Jordan,Harlequin,1996-12-01,,,3.15
2279,the penguin book of modern fantasy by women,A. Susan Williams,Penguin,1997-01-01,,560.0,3.96
2280,the crystal crusade: a sci-fantasy adventure,Mars Dorian,Mars Dorian Media,2017-05-12,Kindle Edition,361.0,4.01
2281,the wildside book of fantasy: 20 great tales of fantasy,Achmed Abdullah,Wildside Press,2012-10-01,Kindle Edition,354.0,3.7
2282,snowman: fables and fantasies,Janet Frame,George Braziller,1993-03-01,Paperback,182.0,4.14
2283,every girl's secret fantasy,Robyn Grady,Mills & Boon,2010-09-03,Mass Market Paperback,186.0,3.02
2284,a stranger's touch,Tori Carrington,Harlequin,2002-05-01,Mass Market Paperback,250.0,3.82
2285,adventures with the master,Gary Edward Gedall,From Words to Worlds,2013-11-14,Paperback,374.0,4.27
2286,edgar allan poe collection (adventure classics),Edgar Allan Poe,HarperFestival (NY),2005-08-01,Paperback,,4.52
2287,"kon-tiki (the adventure library, no 11)",Thor Heyerdahl,Adventure Library,1997-12-01,Hardcover,304.0,4.1
2288,"dogtripping: 25 rescues, 11 volunteers, and 3 rvs on our canine cross-country adventure",David Rosenfelt,St. Martin's Press,2013-07-23,Hardcover,278.0,4.0
2289,surviving henry: adventures in loving a canine catastrophe,Erin Taylor Young,Fleming H. Revell Company,2014-08-05,Paperback,218.0,4.03
2290,"the beta mum, adventures in alpha-land",Isabella Davidson,Silverwood,2017-06-20,ebook,232.0,3.68
2291,a girl named blue: the adventure begins,Cecilia Randell,,,Kindle Edition,228.0,4.17
2292,the zoo: an allegorical adventure,Stephen   Black,Stephen Black,2015-03-05,Kindle Edition,,2.99
2293,the adventure of the peerless peer,Philip José Farmer,Dell,1976-09-01,Mass Market Paperback,127.0,3.49
2294,surfing the himalayas: a spiritual adventure,Frederick Lenz,St. Martin's Griffin,1996-12-15,Paperback,240.0,3.57
2295,the valley of adventure & the sea of adventure: two great adventures,Enid Blyton,Macmillan UK,2002-06-01,Paperback,400.0,4.23
2296,the eye of the elephant: an epic adventure in the african wilderness,Delia Owens,Mariner Books,1993-10-29,Paperback,320.0,4.18
2297,rimrider,L.A. Kelley,L. A. Kelley,2016-07-30,Kindle Edition,320.0,4.11
2298,the mediterranean caper,Clive Cussler,Best Bet Digital Publishing LLC,2014-11-19,Kindle Edition,248.0,3.76
2299,"pokémon adventures: diamond and pearl/platinum, vol. 4",Hidenori Kusaka,VIZ Media - Children's,2012-02-07,Paperback,216.0,4.37
2300,road trip usa: cross-country adventures on america's two-lane highways,Jamie Jensen,Rick Steves,2006-03-31,Paperback,964.0,3.95
2301,sweet life: erotic fantasies for couples,Violet Blue,Cleis Press,2001-10-12,Paperback,225.0,3.96
2302,all the queen's men,Meg Silver,,,Kindle Edition,72.0,4.15
2303,the cinderella fantasy,Sara Jane Stone,CreateSpace Independent Publishing Platform,2017-09-14,Paperback,204.0,3.99
2304,amazing fantasy: omnibus,Stan Lee,Marvel,2007-09-05,Hardcover,416.0,3.97
2305,superheroes: fashion and fantasy,Andrew Bolton,Metropolitan Museum of Art,2008-06-02,Hardcover,160.0,3.45
2306,committed: confessions of a fantasy football junkie,Mark St. Amant,Scribner,2005-08-09,Paperback,296.0,3.33
2307,new magics: an anthology of today's fantasy,Patrick Nielsen Hayden,Tor Teen,2005-01-10,Paperback,256.0,3.45
2308,blood of the zombies,Ian Livingstone,Wizard Books,2012-08-02,Paperback,240.0,3.49
2309,the mammoth book of women's fantasies,Sonia Florens,Running Press Book Publishers,2004-10-29,Paperback,512.0,3.23
2310,erotic fantasies,Sandie Tifinie,,,Kindle Edition,129.0,3.06
2311,midnight fantasy,Sandra Chastain,Loveswept,2013-02-11,ebook,240.0,2.81
2312,book of exalted deeds,James Wyatt,Wizards of the Coast,2003-10-01,Hardcover,192.0,3.57
2313,"pursued by the prisoner (ultimate fantasy, #2)",Ann Mayburn,Ellora's Cave,2013-03-22,ebook,,4.0
2314,just add water (a dystopian romantic fantasy),Jessica N. Lane,Jessica Lane,2015-03-31,Kindle Edition,74.0,3.8
2315,the fantasy bond: effects of psychological defenses on interpersonal relations,Robert W. Firestone,Glendon Association,1987-12-19,Paperback,408.0,4.28
2316,the inventor,Morgan Karpiel,,,Kindle Edition,90.0,3.4
2317,"urban fantasy: guardians of the souls (book 1) (urban fantasy, urban fantasy paranormal, urban fantasy series for adult, urban fantasy magic, urban fantasy adventure, urban fantasy books, fantasy)",Sky Guardians,Urban Fantasy,2016-01-12,Kindle Edition,183.0,3.38
2318,understanding disney: the manufacture of fantasy,Janet Wasko,Polity Press,2001-03-14,Paperback,,3.62
2319,tell me a fantasy,Tamara Lush,Tamara Lush,2017-01-17,ebook,,4.5
2320,"adventure time: sugary shorts, vol. 1",Paul Pope,KaBOOM!,2014-04-08,Paperback,128.0,4.27
2321,the adventure of silver blaze: a sherlock holmes adventure,Arthur Conan Doyle,Gleniffer P,1993-06-01,,100.0,4.17
2322,the mount rushmore calamity,Sara Pennypacker,Harper,2009-04-21,Paperback,71.0,3.9
2323,the jedera adventure,Lloyd Alexander,Puffin Books,2001-07-23,Paperback,152.0,3.86
2324,she: a history of adventure,H. Rider Haggard,Broadview Press Inc,2006-02-01,Paperback,360.0,3.58
2325,the adventures of miss petitfour,Anne Michaels,Tundra Books,2015-11-10,ebook,144.0,3.77
2326,a hedonist in the cellar: adventures in wine,Jay McInerney,Knopf,2006-10-24,Hardcover,272.0,3.61
2327,adventures in the dream trade,Neil Gaiman,Nesfa Press,2002-12-31,Hardcover,286.0,3.62
2328,"pokémon adventures, vol. 12",Hidenori Kusaka,VIZ Media - Children's,2011-04-05,Paperback,208.0,4.41
2329,adventures among ants: a global safari with a cast of trillions,Mark W. Moffett,University of California Press,2010-05-05,Hardcover,288.0,4.08
2330,the drackenberg adventure,Lloyd Alexander,Puffin Books,2001-07-23,Paperback,152.0,3.85
2331,holmes and watson: an american adventure,David Ruffle,MX Publishing,2015-10-14,Paperback,148.0,3.62
2332,the adventures of alyx,Joanna Russ,Timescape / Pocket,1983-08-01,Mass Market Paperback,192.0,3.6
2333,the martian race,Gregory Benford,Aspect,2001-01-01,Paperback,444.0,3.71
2334,a weak american in russia & ukraine: adventures and misadventures living among the natives,Walter Parchomenko,Createspace Independent Publishing Platform,2012-07-30,Paperback,302.0,3.84
2335,the novel of the century: the extraordinary adventure of les misérables,David Bellos,Particular Books,2017-01-26,Hardcover,336.0,4.02
2336,how eskimos keep their babies warm: and other adventures in parenting (from argentina to tanzania and everywhere in between),Mei-Ling Hopgood,Algonquin Books,2012-01-10,Paperback,304.0,3.52
2337,rush revere and the first patriots,Rush Limbaugh,Threshold Editions,2014-03-11,ebook,209.0,4.3
2338,satch & me,Dan Gutman,Amistad,2006-01-31,Hardcover,192.0,4.18
2339,"phaze fantasies, vol. iii",James Buchanan,,,Kindle Edition,,3.96
2340,"at the back of the north wind (illustrated edition): children's classic fantasy novel from the author of adela cathcart, phantastes, the princess and the ... light princess & dealings with the fairies",George MacDonald,Musaicum Books,2017-07-04,Kindle Edition,244.0,3.97
2341,dirty secrets & filthy fantasies: an erotic collection,Jason Jaxx,Jason Jaxx,2012-02-21,ebook,35.0,2.92
2342,"the collected fantasies, vol. 6: pharagonesia and other strange stories",Mœbius,Epic Comics,1987-06-01,Paperback,66.0,4.18
2343,hidden dragon,Trudi Jaye,Star Media,2016-08-18,Kindle Edition,242.0,4.08
2344,the threesome handbook: make the most of your favorite fantasy - the ultimate guide for tri-curious singles and couples,Victoria Vantoch,Thunder's Mouth Press,2007-08-31,Paperback,372.0,4.04
2345,the very best of fantasy & science fiction: sixtieth anniversary anthology,Gordon Van Gelder,Tachyon Publications,2009-09-01,Paperback,475.0,4.19
2346,dark heresy: creatures anathema,Fantasy Flight Games,Fantasy Flight Games,2009-02-01,Hardcover,128.0,3.69
2347,japan final fantasy,Yoshitaka Amano,,,,112.0,4.59
2348,restoree: fantasy,Anne McCaffrey,Transworld Digital,2012-07-31,Kindle Edition,272.0,3.91
2349,fire and fantasy,C.K. Dawn,Carter & Bradley Publishing,2017-09-12,Kindle Edition,3664.0,4.24
2350,shadows till sunrise,Chris Marie Green,Chris Marie Green,2014-09-11,Paperback,264.0,4.34
2351,it's a marshmallow world: a rock and roll fantasy (the rock and roll fantasy collection),Diane Rinella,Midnight to Six,2015-12-07,Kindle Edition,87.0,3.93
2352,72 transformations: concept designs for the monkey king.,FANTASY+,Gingko Press,2012-02-01,Paperback,256.0,4.5
2353,nine-to-five fantasies: tales of sex on the job,Alison Tyler,Cleis Press,2014-11-18,Paperback,224.0,3.33
2354,his fantasy girl,Nina Croft,Entangled: Brazen,2015-10-19,ebook,239.0,3.72
2356,"the history of the caliph vathek by william beckford, fiction, fantasy",William Beckford,Borgo Press,2002-05-01,Paperback,128.0,3.31
2357,the wild muir: twenty-two of john muir's greatest adventures,Lee Stetson,Yosemite Conservancy,1994-06-01,Paperback,216.0,4.13
2358,the less than epic adventures of tj and amal,E.K. Weaver,,,ebook,500.0,4.5
2359,how not to travel the world: adventures of a disaster-prone backpacker,Lauren Juliff,Summersdale Publishers Ltd.,2015-08-13,Paperback,352.0,3.82
2360,adventures with andy & susie: a stormy weekend,Donna  Hall,Noble Point,2016-04-22,Kindle Edition,36.0,4.24
2361,the adventure of the crooked man,Arthur Conan Doyle,,,Kindle Edition,,3.69
2362,han solo and the lost legacy,Brian Daley,Del Rey,1986-12-12,Mass Market Paperback,186.0,3.31
2363,zoe & zak and the ghost leopard,Lars Guignard,Fantastic Press,2012-07-21,Paperback,338.0,4.05
2364,the naturalist: theodore roosevelt and his adventures in the wilderness,Darrin Lunde,Crown,2016-04-12,Hardcover,320.0,3.76
2365,star-crossed,Linda Collison,Knopf Books for Young Readers,2006-11-14,Hardcover,416.0,3.45
2366,adventures in horrorland,Suzie Lockhart,Horrified Press,2013-10-23,Paperback,120.0,4.0
2367,"pokémon adventures: diamond and pearl/platinum, vol. 3",Hidenori Kusaka,VIZ Media - Children's,2011-10-04,Paperback,200.0,4.37
2368,"the adventures of horace, george and ingle - the rise of the black knight",H.W. Cumming,FriesenPress,2014-06-18,Paperback,144.0,4.39
2369,"the accidental highwayman: being the tale of kit bristol, his horse midnight, a mysterious princess, and sundry magical persons besides",Ben Tripp,Tom Doherty Associates,2014-10-14,Hardcover,304.0,3.5
2370,"cheer up, love: adventures in depression with the crab of hate",Susan Calman,Two Roads,2016-05-05,Hardcover,262.0,4.11
2371,a girl's adventure,Chloe Thurlow,Xcite Books,2011-01-17,Paperback,234.0,3.54
2372,the adventures of gil blas,Alain-René Le Sage,Editorium,2009-04-28,Paperback,608.0,3.76
2373,adventure time vol. 6,Ryan North,KaBOOM!,2015-03-10,Paperback,128.0,4.13
2374,thomas the rhymer (fantasy masterworks),Ellen Kushner,Gateway,2015-07-09,Kindle Edition,272.0,3.84
2375,"the year's best science fiction & fantasy, 2014",Rich Horton,Prime Books,2014-06-10,Paperback,575.0,3.65
2376,doorway to dreams (fantasy fiction sampler),Ali Cross,,,Kindle Edition,,4.07
2377,battle mage (an epic fantasy adventure),Peter  Flannery,Blackheart Books,2017-02-20,Kindle Edition,648.0,4.49
2378,final fantasy viii official strategy guide,David Cassady,BradyGames,1999-08-31,Paperback,272.0,4.25
2379,"the royal book of oz by l. frank baum, fiction, fantasy, fairy tales, folk tales, legends & mythology",Ruth Plumly Thompson,Aegypan,2011-06-01,Hardcover,160.0,4.03
2380,caged view: a collection of urban fantasy short stories,Kenya Wright,Dragonfairy Press,2012-03-11,Kindle Edition,108.0,3.97
2381,peter pan: or the boy who would not grow up: a fantasy in five acts,J.M. Barrie,Dramatists Play Service,1993-12-01,Paperback,125.0,4.07
2382,february thaw & other stories of contemporary fantasy,Tanya Huff,Jabberwocky Literary Agency,2011-12-19,ebook,144.0,3.95
2383,alcatraz contre les traîtres de nalhalla (alcatraz tome 3),Brandon Sanderson,Le Livre de Poche,2013-09-18,Kindle Edition,237.0,4.1
2384,flights of fantasy,Mina Carter,Ellora's Cave,2011-11-09,Kindle Edition,41.0,3.58
2385,raina's fantasy,Jo Carlisle,Ellora's Cave,2007-09-01,Paperback & e-book,276.0,3.29
2386,the pendragon chronicles: heroic fantasy from the time of king arthur,Mike Ashley,Peter Bedrick Books,1991-07-01,Paperback,417.0,3.54
2387,the year's best fantasy and horror fourth annual collection,Ellen Datlow,St Martins Press,1991-06-01,Hardcover,552.0,4.11
2388,digital domains: a decade of science fiction & fantasy,Ellen Datlow,Prime Books,2010-01-01,Paperback,310.0,3.14
2389,der blutkönig[fantasy roman],Gail Z. Martin,,,,,3.89
2390,the light princess (a fantasy for young readers),George MacDonald,TLC BOOKS,2011-01-04,Nook,98.0,4.01
2391,spells and spirits: an urban fantasy collection,Charles de Lint,Cornucopia Press,2015-11-04,Kindle Edition,,4.08
2392,blood oath,T.L. Clarke,One Wish Publishing,2012-03-06,Paperback,,4.03
2393,the adventures of sherlock holmes,Arthur Conan Doyle,The Adventure of Sherlock Holmes,2013-01-31,Kindle Edition,299.0,4.26
2394,entwined,Colette Gale,Avid Press,2012-01-23,Kindle Edition,68.0,3.2
2395,the incredible adventures of professor branestawm,Norman Hunter,Puffin Books,1999-04-29,Paperback,,3.93
2396,the meat market,James Chalk,JRH Publishing,2013-11-03,Kindle Edition,123.0,3.66
2397,chocolate and zucchini: daily adventures in a parisian kitchen,Clotilde Dusoulier,Clarkson Potter,2007-05-15,Paperback,272.0,3.83
2398,hello ruby: adventures in coding,Linda Liukas,Feiwel & Friends,2015-10-06,Hardcover,112.0,3.91
2399,gorilla adventure,Willard Price,Red Fox,1993-05-20,Paperback,224.0,3.9
2400,arthur's nose,Marc Brown,NY Trumpet 1976.,1986-05-30,Paperback,32.0,3.73
2401,"ozma of oz: a record of her adventures with dorothy gale of kansas, the yellow hen, the scarecrow, the tin woodman, tiktok, the cowardly lion and the",L. Frank Baum,McGraw-Hill/Contemporary Books,1971-09-28,Paperback,0.0,3.97
2402,space and beyond,R.A. Montgomery,Chooseco,2006-05-01,Paperback,144.0,3.65
2403,chances are . . .: adventures in probability,Michael Kaplan,Viking Adult,2006-03-23,Hardcover,336.0,3.5
2404,werewolves don't go to summer camp,Debbie Dadey,Scholastic Paperbacks,1991-07-01,Paperback,96.0,3.84
2405,"pokémon adventures, vol. 14",Hidenori Kusaka,VIZ Media - Children's,2011-08-02,Paperback,264.0,4.55
2406,fleetwood: my life and adventures in fleetwood mac,Mick Fleetwood,Avon Books (Mm),1991-11-01,Paperback,285.0,3.81
2407,"alice, let's eat: further adventures of a happy eater",Calvin Trillin,Random House Trade Paperbacks,2006-12-26,Paperback,192.0,4.05
2408,quo vadis: a classic story of love and adventure,Henryk Sienkiewicz,Moody Publishers,1992-10-01,Paperback,0.0,4.14
2409,the adventures of maya the bee,Waldemar Bonsels,Book Jungle,2007-04-03,Paperback,248.0,3.82
2410,servants of the wankh,Jack Vance,DAW,1979-06-01,Mass Market Paperback,157.0,3.95
2411,we are not eaten by yaks,C. Alexander London,Puffin Books,2013-01-03,Paperback,384.0,3.85
2412,girl crush: women's erotic fantasies,R. Gay,Cleis Press,2010-06-01,Paperback,220.0,4.03
2413,freedom's challenge: fantasy,Anne McCaffrey,Corgi,2010-06-30,Paperback,352.0,3.92
2414,crypt of the sorcerer,Ian Livingstone,Wizard Books,2003-10-07,Paperback,192.0,3.51
2415,the ring of thoth (fantasy and horror classics),Arthur Conan Doyle,Fantasy and Horror Classics,2013-04-01,ebook,28.0,3.45
2416,the burning wheel fantasy roleplaying system gold edition,Luke Crane,,,Hardcover,600.0,4.26
2417,alaskan fantasy,Elle James,Harlequin Books,2007-12-01,Paperback,250.0,3.12
2418,final fantasy xiii-2: the complete official guide,Piggyback,Prima Games,2012-01-31,Paperback,304.0,4.36
2419,"la dimension des ombres: la guerre des ténèbres, t2 (fantasy)",Raymond E. Feist,Milady,2011-11-16,Kindle Edition,386.0,3.99
2421,vault of the vampire,Keith Martin,Puffin,1989-03-01,Paperback,240.0,3.67
2423,the year's best fantasy and horror 2008: twenty-first annual collection,Ellen Datlow,Griffin,2008-09-30,Paperback,571.0,3.92
2424,fantasy resort,Trista Ann Michaels,Ellora's Cave,2006-07-26,ebook,0.0,3.96
2425,holiday fantasy,Yvette Hines,Tease Publishing LLC,2010-12-15,ebook,,3.62
2426,barlowe's guide to fantasy: great heroes and bizarre beings from imaginative literature,Wayne Barlowe,Harper Prism,1996-11-01,Hardcover,100.0,3.96
2427,the fire opal (a  dark fantasy novel),Connie Flynn,CKF Enterprises,2012-09-23,Kindle Edition,416.0,3.46
2428,wish her well,Meg Silver,Meg Silver,2012-11-11,Kindle Edition,74.0,4.22
2429,kanye west's my beautiful dark twisted fantasy,Kirk Walker Graves,Bloomsbury Academic,2014-06-19,Paperback,152.0,3.55
2430,"la tour elfique: les révélations de riyria, t2 (fantasy)",Michael J. Sullivan,Milady,2012-12-14,Kindle Edition,482.0,4.3
2431,fantasy drawing workshop,John Howe,Impact,2009-10-01,Paperback,128.0,4.19
2432,arthur's family vacation,Marc Brown,"Little, Brown Books for Young Readers",1993-05-03,Hardcover,32.0,4.15
2433,"the adventures of charls, the veretian cloth merchant",C.S. Pacat,Gatto,2017-05-03,Kindle Edition,26.0,4.52
2434,the spice necklace: a food-lover's caribbean adventure,Ann Vanderhoof,Doubleday Canada,2010-01-05,Hardcover,459.0,3.74
2435,the dylanologists: adventures in the land of bob,David Kinney,Simon Schuster,2014-05-13,Hardcover,256.0,3.77
2436,you'll never nanny in this town again: the true adventures of a hollywood nanny,Suzanne Hansen,Three Rivers Press,2006-12-26,Paperback,304.0,3.37
2437,the dragons of ordinary farm,Tad Williams,HarperCollins,2009-06-02,Hardcover,416.0,3.73
2438,"robert asprin's myth adventures vol. 2 (myth adventures, #7-12)",Robert Lynn Asprin,"Meisha Merlin Publishing, Inc.",2007-02-07,Hardcover,880.0,4.27
2439,"going long: legends, oddballs, comebacks & adventures",David Willey,Rodale Books,2010-03-30,Paperback,400.0,3.93
2440,praying for strangers: an adventure of the human spirit,River Jordan,Berkley Hardcover,2011-04-05,Hardcover,336.0,4.06
2441,adventures with max and louise,Ellyn Oaksmith,Avon Impulse,2013-03-12,Paperback,448.0,3.69
2442,swords of haven: the adventures of hawk and fisher,Simon R. Green,Ace Books,2006-06-01,Paperback,540.0,3.94
2443,henry's big star adventure,Scott  Schumaker,Dark Canyon Stars Publishing,2015-03-05,Paperback,114.0,4.57
2444,alice's bloody adventures in wonderland,Raul Alberto Contreras,,,Paperback,,3.78
2445,fallen mangrove,Wayne Stinnett,Down Island Press,2014-09-28,Kindle Edition,301.0,4.31
2446,the meanwhile adventures,Roddy Doyle,Scholastic UK,2005-10-24,Paperback,,4.02
2447,atlas of adventures,Lucy Letherland,Wide Eyed Editions,2015-08-06,Hardcover,96.0,4.41
2448,adventure time: bitter sweets,Kate Leth,KaBOOM!,2014-11-11,Paperback,160.0,4.19
2449,"viva jacquelina! being an account of the further adventures of jacky faber, over the hills and far away",L.A. Meyer,Harcourt Children's Books,2012-09-04,Hardcover,368.0,4.09
2450,the mountain of adventure and the ship of adventure: two great adventures,Enid Blyton,Pan Macmillan,2002-06-01,Paperback,384.0,4.15
2451,"pokémon adventures, vol. 11",Hidenori Kusaka,VIZ Media - Children's,2011-02-01,Paperback,208.0,4.29
2452,warhammer fantasy roleplay,Hogshead Publishing,Hogshead Publishing,1995-03-01,Paperback,364.0,4.08
2453,wings of sorrow (a horror fantasy novel),Iain Rob Wright,SalGad Publishing Group,2015-10-18,Kindle Edition,174.0,4.0
2454,l'or de brayan,Peter V. Brett,Bragelonne,2011-06-01,Kindle Edition,194.0,4.04
2455,"la légion de la terreur: la guerre des démons, t1 (fantasy)",Raymond E. Feist,Milady,2011-12-07,Kindle Edition,386.0,3.91
2456,her country master,Anya Summers,Blushing Books Publications,2016-08-16,Kindle Edition,157.0,4.5
2457,the old kingdom chronicles: bestselling fantasy series sabriel; lirael; abhorsen with short story,Garth Nix,Allen & Unwin,2010-06-26,Kindle Edition,1373.0,4.53
